"date","Nagaland/Dimapur","Nagaland/Kiphire","Nagaland/Kohima","Nagaland/Longleng","Nagaland/Mokokchung","Nagaland/Mon","Nagaland/Nagaland","Nagaland/Others","Nagaland/Peren","Nagaland/Phek","Nagaland/Tuensang","Nagaland/Wokha","Nagaland/Zunheboto"
"2021-05-19","  6.03 %","   .00 %","  6.80 %","   .00 %","  3.33 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %"," 30.00 %"
"2021-05-20","  5.61 %","","  3.85 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2021-05-21","  5.33 %","   .00 %","  2.68 %","","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %"," 20.00 %","   .00 %"
"2021-05-22","  5.57 %","   .00 %","  3.10 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %"," 20.00 %","  4.00 %"
"2021-05-23","  5.59 %","   .00 %","  1.48 %","   .00 %","  5.71 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","","  4.00 %"
"2021-05-24","  4.57 %","   .00 %","  1.94 %","   .00 %","  7.94 %","   .00 %","","","   .00 %"," 16.67 %","   .00 %"," 20.00 %","  7.33 %"
"2021-05-25","  5.51 %","   .00 %","  2.80 %","   .00 %"," 13.94 %","  6.67 %","","","   .00 %"," 16.67 %","   .00 %","   .00 %","  7.33 %"
"2021-05-26","  4.83 %","   .00 %","  3.66 %","   .00 %"," 13.94 %","  6.67 %","","","   .00 %"," 16.67 %","","   .00 %","  7.33 %"
"2021-05-27","  4.26 %","   .00 %","  3.50 %","   .00 %"," 13.94 %"," 11.67 %","","","   .00 %"," 16.67 %"," 10.00 %"," 10.00 %","  3.33 %"
"2021-05-28","  3.36 %","   .00 %","  3.50 %","   .00 %","  9.76 %"," 11.67 %","","","   .00 %"," 16.67 %"," 10.00 %"," 10.00 %","  3.33 %"
"2021-05-29","  4.08 %","   .00 %","  3.42 %","   .00 %","  8.97 %"," 11.67 %","","","   .00 %"," 13.33 %",""," 10.00 %","   .00 %"
"2021-05-30","  2.55 %"," 20.00 %","  2.44 %","   .00 %","  4.30 %","  9.00 %","","","   .00 %"," 16.19 %"," 10.00 %"," 10.00 %","   .00 %"
"2021-05-31","  1.76 %"," 20.00 %","  2.73 %","-20.00 %","  4.30 %","  5.67 %","","","   .00 %","  6.19 %"," 10.00 %"," 10.00 %","   .00 %"
"2021-06-01","  1.63 %"," 30.00 %","  2.62 %","-20.00 %","  4.30 %","   .67 %","","","","  8.69 %"," 10.00 %","   .00 %","   .00 %"
"2021-06-02","  2.38 %"," 36.67 %","  4.00 %","-20.00 %","  4.01 %","  4.67 %","","","   .00 %"," 10.91 %","  6.67 %","   .00 %","  5.71 %"
"2021-06-03","  2.35 %"," 36.67 %","  3.61 %","-20.00 %","  2.58 %","  4.67 %","","","   .00 %","  9.58 %","  6.67 %","   .00 %","  5.71 %"
"2021-06-04","  1.91 %","","  4.84 %","-20.00 %","  3.60 %","  4.00 %","","","   .00 %","  6.72 %","  6.67 %","   .00 %","  7.94 %"
"2021-06-05","  2.14 %"," 16.67 %","  4.01 %","   .00 %","  5.71 %","  7.33 %","","","   .00 %","  6.72 %","  6.67 %","   .00 %","  9.94 %"
"2021-06-06","  1.95 %"," 16.67 %","  3.29 %","   .00 %","  5.71 %","  7.33 %","","","   .00 %","  4.22 %","  6.67 %","   .00 %"," 11.75 %"
"2021-06-07","   .94 %","  6.67 %","  2.21 %","   .00 %","  4.46 %","  3.33 %","","","   .00 %","  3.82 %","   .00 %","   .00 %","  6.04 %"
"2021-06-08","   .64 %","   .00 %","  2.79 %","   .00 %","  4.46 %","  3.33 %","","","","  3.48 %","   .00 %","   .00 %","  6.04 %"
"2021-06-09","   .43 %","   .00 %","  1.45 %","   .00 %","  3.06 %","  2.86 %","","","   .00 %","  3.48 %","   .00 %","   .00 %","  3.82 %"
"2021-06-10","   .42 %","   .00 %","  1.43 %","","  1.86 %","  2.86 %","","","","  6.56 %","   .00 %","   .00 %","  1.82 %"
"2021-06-11","   .28 %","   .00 %","  1.98 %","   .00 %","  2.73 %","  2.86 %","","","   .00 %","  6.56 %","   .00 %","   .00 %","   .00 %"
"2021-06-12","   .42 %","","  1.69 %","   .00 %","  2.73 %","  2.86 %","","","   .00 %","  4.74 %","   .00 %","   .00 %","   .00 %"
"2021-06-13","   .49 %","   .00 %","  1.11 %","   .00 %","  5.23 %","  2.86 %","","","   .00 %","  3.08 %","  5.00 %","   .00 %","   .00 %"
"2021-06-14","   .49 %","  5.00 %","  1.09 %","   .00 %","  4.28 %","   .00 %","","","   .00 %","  3.08 %","  9.00 %","   .00 %","   .00 %"
"2021-06-15","   .48 %","  5.00 %","   .81 %","   .00 %","  3.37 %","   .00 %","","","   .00 %","   .00 %","  9.00 %","  6.67 %","   .00 %"
"2021-06-16","   .55 %","  5.00 %","   .27 %","   .00 %","  2.50 %","   .00 %","","","","   .00 %","  9.00 %","  6.67 %","   .00 %"
"2021-06-17","   .34 %","  9.00 %","  1.06 %","   .00 %","  3.24 %","   .00 %","","","   .00 %","   .00 %","  9.00 %","  6.67 %","   .00 %"
"2021-06-18","   .27 %","  9.00 %","  1.06 %","   .00 %","   .74 %","   .00 %","","","   .00 %","  1.33 %","  4.00 %","  6.67 %","   .00 %"
"2021-06-19","   .27 %","  7.33 %","   .79 %","   .00 %","   .74 %","   .00 %","","","   .00 %","  1.33 %","   .00 %","  6.67 %","   .00 %"
"2021-06-20","   .14 %","","   .79 %","   .00 %","   .74 %","   .00 %","","","   .00 %","  1.33 %","  3.33 %","   .00 %","   .00 %"
"2021-06-21","   .20 %","  7.33 %","  1.04 %","   .00 %","   .74 %","  2.50 %","","","   .00 %","  1.33 %","  3.33 %","  5.00 %","   .00 %"
"2021-06-22","   .27 %","  7.33 %","   .25 %","   .00 %","   .00 %","  2.50 %","","","   .00 %","  1.33 %","  3.33 %","  9.00 %","   .00 %"
"2021-06-23","   .27 %","  3.33 %","   .25 %","   .00 %","   .00 %","  2.50 %","","","   .00 %","   .00 %","  3.33 %","  9.00 %","   .00 %"
"2021-06-24","   .27 %","  3.33 %","   .50 %","","   .00 %","  2.50 %","","","   .00 %","   .00 %","  3.33 %","  9.00 %","  1.67 %"
"2021-06-25","   .27 %","   .00 %","  1.00 %","   .00 %","   .00 %","  2.50 %","","","   .00 %","   .00 %","","  9.00 %","  1.67 %"
"2021-06-26","   .33 %","","   .74 %","   .00 %","   .71 %","   .00 %","","","   .00 %","  1.25 %","   .00 %","","  1.67 %"
"2021-06-27","   .27 %","","   .74 %","","   .71 %","   .00 %","","","   .00 %","","   .00 %","  4.00 %","  1.67 %"
"2021-06-28","   .40 %","   .00 %","   .98 %","","  2.09 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  1.67 %"
"2021-06-29","   .40 %","   .00 %","   .73 %","","  2.09 %","   .00 %","","","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %"
"2021-06-30","   .53 %","   .00 %","   .24 %","   .00 %","  2.09 %","   .00 %","","","   .00 %","  1.25 %","","   .00 %","   .00 %"
"2021-07-01","   .26 %","   .00 %","   .24 %","","  2.02 %","  2.22 %","","","   .00 %","  1.25 %","   .00 %","  3.33 %","   .00 %"
"2021-07-02","   .26 %","","   .24 %","   .00 %","  2.02 %","  2.22 %","","","   .00 %","  1.25 %","   .00 %","  3.33 %","   .00 %"
"2021-07-03","   .20 %","   .00 %","   .00 %","","   .65 %","  2.22 %","","","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %"
"2021-07-04","   .20 %","   .00 %","   .00 %","   .00 %","   .65 %","  2.22 %","","","   .00 %","   .00 %","","",""
"2021-07-05","   .06 %","","   .00 %","","   .65 %","  2.22 %","","","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %"
"2021-07-06","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %"
"2021-07-07","   .32 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  5.36 %","   .00 %"
"2021-07-08","   .26 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  5.36 %","   .00 %"
"2021-07-09","   .26 %","   .00 %","   .24 %","   .00 %","   .62 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  5.36 %","   .00 %"
"2021-07-10","   .26 %","   .00 %","   .24 %","   .00 %","   .62 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  5.36 %","   .00 %"
"2021-07-11","   .06 %","   .00 %","   .24 %","   .00 %","   .62 %","   .00 %","","","   .00 %","   .00 %","","  2.50 %","   .00 %"
"2021-07-12","   .00 %","","   .47 %","   .00 %","   .62 %","  2.00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","  1.54 %"
"2021-07-13","   .13 %","   .00 %","   .71 %","   .00 %","   .62 %","  2.00 %","","","","   .00 %","   .00 %","   .00 %","  1.54 %"
"2021-07-14","   .13 %","","   .70 %","   .00 %","   .61 %","  2.00 %","",""," 20.00 %","   .00 %","","   .00 %",""
"2021-07-15","   .13 %","   .00 %","   .70 %","   .00 %","   .61 %","  2.00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","  1.54 %"
"2021-07-16","   .25 %","   .00 %","   .70 %","   .00 %","  1.19 %","  2.00 %","",""," 20.00 %","   .00 %","   .00 %","","  1.54 %"
"2021-07-17","   .38 %","   .00 %","   .92 %","   .00 %","  1.77 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %",""
"2021-07-18","   .32 %","   .00 %","  1.13 %","   .00 %","  2.32 %","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-07-19","   .38 %","   .00 %","  1.12 %","   .00 %","  1.72 %","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
"2021-07-20","   .50 %","","  1.12 %","   .00 %","  1.72 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %"
"2021-07-21","   .44 %","   .00 %","  1.33 %","   .00 %","  1.67 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2021-07-22","   .37 %","   .00 %","   .88 %","   .00 %","  1.10 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-23","   .37 %","   .00 %","   .43 %","   .00 %","   .54 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-24","   .37 %","   .00 %","   .22 %","   .00 %","   .54 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-25","   .43 %","   .00 %","   .22 %","   .00 %","  1.07 %","   .00 %","","","   .00 %","","","",""
"2021-07-26","   .49 %","   .00 %","   .00 %","   .00 %","  1.04 %","   .00 %","","","   .00 %","   .00 %","   .00 %","",""
"2021-07-27","   .55 %","  2.86 %","   .00 %","   .00 %","  1.54 %","   .00 %","","","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %"
