"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-09-23","","","","","","","","  3.45 %",""," 50.00 %","","","","   .00 %","","","","","","  5.00 %","  5.00 %","  2.41 %","","","",""," ##.## %","","",""," 11.11 %","","","","  9.09 %","","","  4.17 %","",""
"2020-09-24","","","","","","","","","","","","","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-09-25","","","","","","","","   .00 %","","","  7.69 %","","","  5.08 %",""," 50.00 %"," 23.08 %","","","  4.76 %","","  5.88 %","","","",""," 50.00 %","","","","","","","","  8.33 %","","","","",""
"2020-09-26","","","","","","","","","","",""," 33.33 %","","   .00 %","",""," 18.75 %","","  9.09 %","  9.09 %","","   .00 %","","  4.35 %","","","","",""," 10.00 %","","","",""," 15.38 %"," 25.00 %","",""," 25.00 %",""
"2020-09-27","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-09-28","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","","","","","","","   .00 %","","","",""
"2020-09-29","","","","","","","","","","","  7.14 %",""," 33.33 %","  3.23 %","","","","","","  8.33 %","","","","",""," 12.50 %"," 33.33 %"," ##.## %","",""," 10.00 %","","","","  6.67 %","","","","",""
"2020-09-30","","","","","","","","  3.33 %","","","  6.67 %","","","  4.69 %","","","","","","  3.85 %","  4.76 %","","","  4.17 %",""," 11.11 %"," 37.50 %",""," 25.00 %"," 18.18 %","  9.09 %","","","",""," 20.00 %","","","",""
"2020-10-02","","","","","","","","","","","","","","  1.49 %",""," 33.33 %","","","","","","  2.22 %","","","",""," 18.18 %","","","","","","",""," 25.00 %","","","","",""
"2020-10-03","","","","","","","","  3.23 %","","","","","","  1.47 %","","","","",""," 11.11 %","  4.55 %","  2.17 %"," 12.50 %","","","","  7.69 %","","","  7.69 %"," 16.67 %","","","","  5.00 %","","","","",""
"2020-10-04","","","","","","","","","","","  6.25 %"," 25.00 %"," 12.50 %","  1.45 %","",""," 10.53 %","",""," 10.00 %","","  2.13 %","","","","","  7.14 %"," 50.00 %","","  7.14 %","","","","","","","","","",""
"2020-10-05","","","",""," 20.00 %","","","","","","  5.88 %"," 20.00 %","","  2.86 %","","","  9.52 %","","","","","  1.04 %","","","","","  6.67 %",""," 20.00 %","","","","","","  4.76 %","","","","",""
"2020-10-06","","","",""," 16.67 %",""," 25.00 %","  3.12 %",""," 66.67 %","",""," 11.11 %","  2.78 %","","","  8.70 %","","","  3.03 %","","  3.09 %","","","","","","","","  6.67 %","","","","","  9.09 %"," 16.67 %","","","",""
"2020-10-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-10-08","","","","","","","","  3.03 %","","","",""," 10.00 %","  1.35 %","","","  4.00 %","","","  2.94 %","","  1.00 %","","",""," 10.00 %","  6.25 %"," 33.33 %","","","","","","","","","","","",""
"2020-10-09","","","","","","","",""," 16.67 %","","","","","  4.00 %","","","","","","   .00 %","","   .99 %","","","","","","","","  6.25 %","","","","","  4.17 %"," 14.29 %","","","",""
"2020-10-10","","","","","","","",""," 14.29 %","","","","","  2.56 %","","","  3.85 %","","","","  4.35 %","   .00 %","","","","",""," 25.00 %","","  5.88 %","","","","","  4.00 %"," 12.50 %","","","",""
"2020-10-11","","","","","","","","","","","","","","","   .00 %"," 25.00 %","","","","  2.86 %","","  1.96 %","","","","","","","","","","","","","","","","","",""
"2020-10-12","","","","","","","","","","","","","","  1.25 %",""," 20.00 %","  3.70 %","","","  2.78 %","","  2.88 %","","","","","  5.88 %","","","","","","","","","","   .00 %","  4.00 %","",""
"2020-10-13","","","","","","","","","","","","","","  1.23 %","","","","","","  2.70 %","","   .93 %","","","","","","","","","","","","","  3.85 %","","","","",""
"2020-10-15","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-10-17","","","","","","","","",""," 20.00 %",""," 16.67 %","","  1.22 %","","","  7.14 %","","","  7.89 %","  4.17 %","   .93 %"," 11.11 %","","","","","","","","","","","","  3.70 %","","","","",""
"2020-10-18","","","","","","","","","","","","","","","","","","","  8.33 %","  2.44 %","","","","","","","","","","  5.56 %","","","","","","","","","",""
"2020-10-19","","","","","","","","","","","","","","","","","  3.33 %","","","  2.38 %","","  3.67 %","","","","","","","","","","","","","","","","  3.85 %","",""
"2020-10-20","","","","","","   .00 %","","","","","","","","","","","  9.68 %","","","","","  2.65 %","","","","","","","","","","","","","","","","  7.41 %","",""
"2020-10-21","","","","","","","","","","","","","","","","","  2.94 %","","","","","  1.72 %","","","","",""," 20.00 %","","  5.26 %","","","","","","","","","",""
"2020-10-22","","","","","","","","","","","","","","","","","  5.71 %","","","  2.33 %","","   .85 %","","","","","  5.56 %","","","","","","","",""," 11.11 %","","  3.45 %","",""
"2020-10-23","","","","","","","","","","","","","","","","","","","","","","   .84 %","","","","","",""," 16.67 %","","","","","",""," 20.00 %","","","",""
"2020-10-24","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-10-25","","","","",""," ##.## %","","","","","","","","","","","  2.70 %","","","  2.27 %","","","","","","","  5.26 %","","","","","","","","","","","","",""
"2020-10-26","","","","","","","","","","","","","","","","","","","","","","  1.67 %","","","","","","","","","","","","","","","","","",""
"2020-10-27","","","","",""," 50.00 %","","","","","","","","  1.20 %","","","  2.63 %","","","","  8.00 %","   .00 %","","","","","","","","","","","","","","","","  3.33 %","",""
"2020-10-28","","","","","","","","","","","","","","","","","  5.13 %","","","","","   .82 %","","","","","","","","","","","","","","","","","",""
"2020-10-29","","","","",""," 33.33 %","","","","","","","","","","","","","","","","   .00 %","","","","  9.09 %","  5.00 %","",""," 10.00 %","","","","","  3.57 %","","","","",""
"2020-10-30","","","",""," 14.29 %","","","","","","","","","","","","  2.44 %","","","","","   .00 %","","","","","","","","  4.55 %","","","","","","","","","",""
"2020-11-01","","","","","","","","","","","","","","","","","","","","","  3.70 %","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-02","","","","","","","","","","","","","","","","","","","  7.69 %","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-03","","","","",""," 25.00 %","","","","","","","","","","","","","","","","   .81 %","","","","","","","","","","","","","","","","","",""
"2020-11-04","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-05","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-06","","","","","","","","","","","","","","  1.19 %","","","","","","","","   .81 %","","","","","","","","","","","","","  6.90 %","","","","",""
"2020-11-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","  4.76 %","","","","","","","","","","","  3.23 %","",""
"2020-11-08","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-09","","","",""," 12.50 %","","","","","","","","","",""," 16.67 %","","","","","","   .80 %","","","","","","","","  4.35 %","","","","","","","","","",""
"2020-11-10","","","","","","","","","","","","","","  2.35 %","","","","","","","","  1.59 %","","","","","","","","","","","","","","","","  3.12 %","",""
"2020-11-11","","","","","","","","","","","","","","","","","","","","","","   .78 %","","","","","","","","","","","","","","","","","",""
"2020-11-12","","","",""," 11.11 %","","","","","","","","","  1.15 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","  3.03 %","",""
"2020-11-13","","","","","","","","","","","","","","","","","","","","","","   .78 %","","","","","","","","","","","","","","","","","",""
"2020-11-14","","","","","","","","","","","","","","  2.27 %","","","","","","","","   .77 %","","","","","","","","","","","","","","","","","",""
"2020-11-15","","","","","","","","","","","","","","","","","","","","","","  1.53 %","","","","","","","","","","","","","","","","","",""
"2020-11-16","","","","","","","","","","","","","",""," ##.## %","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-17","","","","","","","","","","","","","","",""," 14.29 %","","","","","","   .00 %","","","","","","","","","","","","","","","","  2.94 %","",""
"2020-11-18","","","","","","","","","","","","","","","","","","","","","  7.14 %","   .00 %","","","","","","","","","","","","","","","","  2.86 %","",""
"2020-11-19","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-20","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","",""," 14.29 %","","  7.14 %","","","","","","","","",""
"2020-11-21","","","","","","","","",""," 16.67 %","","","","","","","","","","  2.22 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-22","","","","","","","","","","","","","","","","","","","","  2.17 %","","","","","","","","","","","","","","","","","","","",""
"2020-11-23","","","","","","","","","","","","","","  1.11 %","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-11-24","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","  2.78 %","",""
"2020-11-25","","","",""," 10.00 %","","","","","","","","","  1.10 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-27","","","","","","","","","","","","","","  1.09 %",""," 12.50 %","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-28","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-11-29","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","",""," 20.00 %",""
"2020-11-30","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-12-01","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-12-26","","","","","",""," 20.00 %","","","","","","","","","","","","","","  3.33 %","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-12-27","","","","","","","","","","","","","","","","","","","","","","   .75 %","","","","","","","","","","","","","","","","  2.70 %","",""
"2020-12-28","","","","","","","","","","","","","","","","","","","","","","   .75 %","","","","","","","","","","","","","","","","","",""
"2020-12-29","","","","","","","","","","","","","  9.09 %","","","","","","","","","   .00 %","","","","","","","","","","","","","  3.23 %","","","","",""
"2020-12-30","","","","","","","","  2.94 %","","","","","","","","","","","","","","   .74 %","","","","","","","","","  6.67 %","","","","","","","","",""
"2020-12-31","","","","","","","","  5.71 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-02","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-03","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-04","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-05","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-06","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-08","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-09","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-11","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-12","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-13","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-15","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-16","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-17","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-01-18","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-19","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","",""
"2021-01-20","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","","","","","","",""
"2021-01-21","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","   .00 %","   .00 %","",""
"2021-01-22","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","",""
"2021-01-23","","","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-24","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","   .00 %","","","",""
"2021-01-25","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-26","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","",""
"2021-01-27","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","",""
"2021-01-28","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-29","","","","","","","","","","","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-30","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-02","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","",""
"2021-02-03","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","",""
"2021-02-04","","","","","","","","","","","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-05","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","",""
"2021-02-08","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-09","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-10","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","",""
"2021-02-15","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","",""
"2021-02-16","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-17","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-18","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","   .00 %","",""
"2021-02-19","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-20","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-21","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-22","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-23","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-24","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","   .00 %","",""
"2021-02-25","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-26","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-02-27","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-02-28","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-01","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-04","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","   .00 %",""
"2021-03-05","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-06","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-07","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","   .00 %","",""
"2021-03-08","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-09","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-10","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-03-11","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-12","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","   .00 %","","","",""
"2021-03-13","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-14","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-16","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","   .00 %","",""
"2021-03-17","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-18","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","",""
"2021-03-19","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","",""
"2021-03-21","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-23","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %",""
"2021-03-24","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","",""
"2021-03-25","","","","","","","   .00 %","   .00 %","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","","   .00 %","","","   .00 %","",""
"2021-03-26","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-03-27","","","","   .00 %","","","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","","","","","","   .00 %","","   .00 %","",""
"2021-03-28","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-29","","","","","","","   .00 %","   .00 %","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","",""
"2021-03-30","","","","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-03-31","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","",""
"2021-04-01","","","","","","","   .00 %","","","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-04-02","","","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","",""
"2021-04-03","","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %",""
"2021-04-05","","","","","","","","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-04-06","","","","","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-04-07","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-08","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-09","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-10","","",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2021-04-11","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-04-12","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-13","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-14","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-15","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .73 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-16","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-04-17","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.23 %","   .72 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-04-18","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","",""
