"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-11-28","   .00 %","   .00 %",""," 16.67 %","   .00 %","  2.08 %","  4.92 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 33.33 %","   .00 %","  2.94 %","   .00 %",""
"2020-11-29"," 11.11 %","   .00 %","","","   .00 %","  6.12 %","  6.25 %","   .00 %","   .00 %",""," 14.29 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-11-30"," 10.00 %","","","   .00 %","   .00 %","  5.77 %","  5.88 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","   .00 %",""
"2020-12-01"," 18.18 %","   .00 %","","   .00 %","   .00 %","  5.45 %","  1.39 %","   .00 %","   .00 %",""," 12.50 %","","","","   .00 %","   .00 %","","   .00 %"," ##.## %",""
"2020-12-26","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2020-12-27","   .00 %","   .00 %","","","  5.00 %","  1.72 %","  2.74 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-28","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2020-12-29","   .00 %","   .00 %","","","  4.76 %","   .00 %","  2.67 %",""," 20.00 %","","   .00 %","","","",""," 25.00 %","","   .00 %","",""
"2020-12-30","   .00 %","","","","   .00 %","  1.69 %","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-31","  7.69 %","   .00 %","","","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-01-01","   .00 %","","","","","   .00 %","  1.30 %","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2021-01-02","   .00 %","","","","   .00 %","   .00 %","   .00 %",""," 16.67 %","","","","","","","   .00 %","","   .00 %","",""
"2021-01-03","   .00 %","   .00 %","","","   .00 %","   .00 %","  1.28 %","","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","",""
"2021-01-04","  7.14 %","","","","   .00 %","   .00 %","  1.27 %","","   .00 %",""," 11.11 %","","","","   .00 %","","","   .00 %","",""
"2021-01-05","   .00 %","   .00 %","","","","  3.33 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-06","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-07","   .00 %","   .00 %","","   .00 %","  4.55 %","   .00 %","   .00 %","","","","","","   .00 %","","","","","","   .00 %",""
"2021-01-08","","","","","","   .00 %","   .00 %","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-09","   .00 %","","","   .00 %","   .00 %","   .00 %","  1.25 %","","   .00 %","","","","   .00 %","","","","","   .00 %","",""
"2021-01-10","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-01-11","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","   .00 %",""
"2021-01-13","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","",""
"2021-01-14","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","",""
"2021-01-15","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","",""
"2021-01-16","","","","   .00 %","","   .00 %","  1.23 %","","","","   .00 %","","","","","   .00 %","","   .00 %","",""
"2021-01-17","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2021-01-18","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-01-19","","   .00 %","","   .00 %","   .00 %","   .00 %","  1.22 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-01-20","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","","","",""
"2021-01-21","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-01-22","   .00 %","","","   .00 %","   .00 %","   .00 %","  1.20 %","","","","   .00 %","","","","","","","   .00 %"," 50.00 %",""
"2021-01-23","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","   .00 %","","","",""
"2021-01-24","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-01-25","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","","",""
"2021-01-26","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-01-27","  6.67 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-01-28","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","","",""
"2021-01-29","   .00 %","","","   .00 %","  4.35 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-30","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","","   .00 %","",""
"2021-01-31","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-01","","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-02-02","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-03","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-04","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-05","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","","","","","","   .00 %","","","",""
"2021-02-06","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-07","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","",""
"2021-02-08","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","",""
"2021-02-09","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-10","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-02-11","","","","","   .00 %","","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-12","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2021-02-13","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-02-14","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-02-15","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-02-16","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","","","","",""
"2021-02-17","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2021-02-18","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-19","","","","","   .00 %","","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2021-02-20","   .00 %","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-02-21","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-02-22","","","","","","","   .00 %","","   .00 %","","","","","","","","","   .00 %","",""
"2021-02-23","","","","   .00 %","","","   .00 %","","","","","","","","","","","","",""
"2021-02-24","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-25","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-02-26","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-02-27","","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-02-28","","   .00 %","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-01","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-03-02","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-03-05","","","","","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-06","","","","","","   .00 %","","","","","","","   .00 %","","","","","","",""
"2021-03-07","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-08","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","",""
"2021-03-09","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-10","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","","",""
"2021-03-11","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","","","",""
"2021-03-12","","","","","","","","","","","","","","","","","","","   .00 %",""
"2021-03-13","","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-03-14","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-03-16","   .00 %","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-03-17","   .00 %","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","","","","",""
"2021-03-18","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-19","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-20","   .00 %","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-21","","","","","","   .00 %","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-03-22","","   .00 %","","","","   .00 %","","","   .00 %","","","","","","","","","","",""
"2021-03-23","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","   .00 %",""
"2021-03-24","","","","","  4.17 %","   .00 %","   .00 %","","","","   .00 %","","","","","   .00 %","","","",""
"2021-03-25","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-03-26","","","","","","   .00 %","","","   .00 %","","","","","","","","   .00 %","   .00 %","",""
"2021-03-27","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","   .00 %","","","","",""
"2021-03-28","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-03-29","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","   .00 %",""
"2021-03-30","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-03-31","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-04-01","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-04-02","","   .00 %","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","",""
"2021-04-03","","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","   .00 %",""
"2021-04-04","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","   .00 %",""
"2021-04-05","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-04-06","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","",""
"2021-04-07","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2021-04-08","  6.25 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","","",""
"2021-04-09","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","",""
"2021-04-10","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","","","","",""
"2021-04-11","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-04-12","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","",""
"2021-04-13","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","",""
"2021-04-14","   .00 %","","","","   .00 %","","   .00 %","","","","","","","","","","   .00 %","   .00 %","",""
"2021-04-15","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","","","","   .00 %","",""
"2021-04-16","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","",""
"2021-04-17","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","",""
"2021-04-18","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","",""
"2021-04-19","","   .00 %","","","   .00 %","   .00 %","  1.19 %","","   .00 %","","   .00 %","","","","","","","   .00 %","",""
"2021-04-20","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %",""
"2021-04-21","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","",""
"2021-04-22","   .00 %","   .00 %","","   .00 %","   .00 %","  1.61 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-04-23","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %",""
"2021-04-24","   .00 %","   .00 %","","   .00 %","   .00 %","  1.59 %","  1.18 %","","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %",""
"2021-04-25","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.33 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2021-04-26","   .00 %","   .00 %","","   .00 %","  4.00 %","  3.12 %","  1.14 %","","   .00 %","","   .00 %","","","","","","","  2.78 %","   .00 %",""
"2021-04-27","   .00 %","   .00 %","","   .00 %","   .00 %","  1.52 %","  2.25 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","",""
"2021-04-28","   .00 %","   .00 %","","   .00 %","   .00 %","  1.49 %","  1.10 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2021-04-29","  5.88 %","   .00 %","","","   .00 %","  2.94 %","  2.17 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-04-30","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.26 %","   .00 %"," 14.29 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""
"2021-05-01","   .00 %","   .00 %","","   .00 %","  3.85 %","  1.43 %","  2.04 %",""," 12.50 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-02","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2021-05-03","   .00 %","   .00 %","","   .00 %","   .00 %","  1.41 %","  3.00 %",""," 11.11 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","  5.41 %","   .00 %",""
"2021-05-04","  5.56 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %",""
"2021-05-05","   .00 %","   .00 %","","   .00 %","  3.70 %","  4.17 %","  3.88 %","   .00 %","   .00 %",""," 20.00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-05-07","   .00 %","   .00 %","","   .00 %","   .00 %","  1.33 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-08","   .00 %","   .00 %","","   .00 %","   .00 %","  3.95 %","  4.67 %","   .00 %","   .00 %",""," 16.67 %","","   .00 %","","   .00 %","","   .00 %","  2.50 %"," 33.33 %",""
"2021-05-09","   .00 %","   .00 %","","   .00 %","  3.57 %","  7.59 %","  6.25 %","","  9.09 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-10","  5.26 %","   .00 %",""," 14.29 %","   .00 %","  1.18 %","  5.88 %","   .00 %","  8.33 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.88 %","   .00 %",""
"2021-05-11","   .00 %","   .00 %",""," 12.50 %","  3.45 %","  9.30 %","  3.17 %","   .00 %"," 15.38 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","  6.98 %","   .00 %",""
"2021-05-12","  5.00 %","   .00 %","","   .00 %","  6.67 %","  8.51 %","  2.31 %","","  6.67 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %",""
"2021-05-13","   .00 %","   .00 %","","   .00 %","   .00 %","  4.90 %","  2.26 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %",""
"2021-05-14","  9.52 %","   .00 %","","   .00 %","  3.12 %","  3.74 %","  6.62 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-05-15","   .00 %","   .00 %","","   .00 %","  3.03 %","  1.80 %","  4.14 %","   .00 %","  6.25 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-05-16","  4.35 %","   .00 %","","   .00 %","  5.88 %","   .88 %","  5.96 %","","   .00 %","   .00 %","   .00 %","","",""," ##.## %","   .00 %","   .00 %","  2.08 %"," 20.00 %",""
"2021-05-17","   .00 %","   .00 %","","   .00 %","   .00 %","  4.39 %","  5.62 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-05-18","   .00 %","   .00 %","","   .00 %","  5.56 %","  7.56 %","  2.96 %","","  5.88 %","","   .00 %","","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  2.04 %"," 16.67 %",""
"2021-05-19"," 25.00 %","   .00 %","","   .00 %","  2.63 %","  4.69 %","  2.87 %",""," 11.11 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 14.29 %",""
"2021-05-20","   .00 %","   .00 %","","   .00 %","  2.56 %","  2.24 %","  3.91 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %",""
"2021-05-21","   .00 %","   .00 %","","   .00 %","   .00 %","  1.46 %","  5.91 %","","   .00 %",""," 14.29 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-22","   .00 %","   .00 %","","   .00 %","  2.50 %","  2.88 %","  3.05 %","","  5.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  1.92 %","   .00 %",""
"2021-05-23","  3.33 %","   .00 %","","   .00 %","  4.88 %","  2.10 %","  2.96 %","   .00 %","  4.76 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","  1.89 %","   .00 %",""
"2021-05-24","  3.23 %","   .00 %","","   .00 %","   .00 %","  4.79 %","  3.35 %","   .00 %","  4.55 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  1.85 %","   .00 %",""
"2021-05-25","  3.12 %","","","   .00 %","   .00 %","  2.61 %","  3.70 %","","  4.35 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %",""
"2021-05-26","  3.03 %","   .00 %","","   .00 %","   .00 %","  2.55 %","  1.79 %","   .00 %","   .00 %","   .00 %","  6.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-27","   .00 %","   .00 %","","   .00 %","  4.65 %","  3.11 %","  1.75 %","   .00 %"," 20.83 %"," ##.## %","   .00 %","","","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %",""
"2021-05-28","  5.88 %","   .00 %","","   .00 %","   .00 %","  2.41 %","  1.72 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %"," 12.50 %",""
"2021-05-29","  2.78 %","   .00 %","","   .00 %","   .00 %","  2.94 %","  2.54 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %"," 11.11 %",""
"2021-05-30","   .00 %","   .00 %","","   .00 %"," 11.11 %","  2.86 %","  1.65 %","   .00 %","  6.90 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %",""
"2021-05-31","  2.70 %","   .00 %","","   .00 %","  2.00 %","  1.67 %","  2.85 %","   .00 %","  6.45 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2021-06-01","   .00 %","   .00 %","","   .00 %","  3.92 %","  2.73 %","  1.98 %","   .00 %","  6.06 %","","  5.88 %",""," ##.## %","","   .00 %","   .00 %","","  1.67 %","   .00 %",""
"2021-06-02","  2.63 %","   .00 %","","   .00 %","  3.77 %","  1.06 %","  1.94 %","   .00 %","  5.71 %","","   .00 %","","   .00 %","","   .00 %","   .00 %"," ##.## %","   .00 %","  9.09 %",""
"2021-06-03","   .00 %","   .00 %",""," 11.11 %","   .00 %","  2.63 %","   .38 %","   .00 %","  5.41 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %",""
"2021-06-04","  2.56 %","","","   .00 %","   .00 %","  4.10 %","  1.14 %","   .00 %","   .00 %","   .00 %","  5.56 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %",""
"2021-06-05","  2.50 %","   .00 %","","   .00 %","   .00 %","  1.97 %","  1.12 %","","  2.56 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-06-06","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-06-07","  2.44 %","","","   .00 %","  1.82 %","  2.90 %","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  3.17 %","   .00 %",""
