"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Gamla","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2021-01-21","","59","11","","101","10","353","","11","","10","5","34","","","28","7","10","","20","26","209","9","","12","5","38"
"2021-01-22","","59","","23","101","10","353","","11","14","10","5","34","","","","7","10","","21","26","210","","","","5","38"
"2021-01-23","","59","","","101","","353","","","","10","5","34","4","7","","7","","","21","26","211","","","12","5","38"
"2021-01-24","","59","11","","101","","353","","11","","10","5","34","","","28","","","","21","26","212","","","","","39"
"2021-01-25","","59","","","101","10","353","","11","","10","","34","4","","28","7","10","","21","26","213","9","","12","5","39"
"2021-01-26","","59","","","101","","353","","11","","10","","","","","","","","","","26","213","","","","5",""
"2021-01-27","","59","","23","102","","353","","11","14","10","5","34","","7","28","7","10","","21","26","214","","","","5","39"
"2021-01-28","","59","","23","103","10","353","","11","","","5","34","4","","28","","10","","21","26","216","","","12","","39"
"2021-01-29","","60","11","23","103","","353","","","","10","5","34","","","28","7","10","","21","26","216","9","","","","39"
"2021-01-30","","60","11","23","103","10","353","","11","","10","","34","4","7","","7","","","","26","217","9","","","5","39"
"2021-01-31","","61","","23","103","","353","","","","","5","34","","7","","","","","","26","217","","","","",""
"2021-02-01","","61","","","103","10","353","","11","","","5","34","","","28","","","","21","26","218","","","","5",""
"2021-02-02","","61","","23","104","","353","","","14","10","5","34","","7","28","7","","","21","26","218","9","","12","6","39"
"2021-02-03","","61","11","23","105","","353","","11","","","5","34","","","","7","","","21","26","219","","","","","39"
"2021-02-04","","61","","23","105","10","353","","11","","","5","34","","","28","7","","2","","26","219","","","","6","39"
"2021-02-05","","61","","23","105","10","353","","11","","","","","4","7","28","","","","","26","219","","","12","",""
"2021-02-06","","61","11","23","105","10","353","","11","","","","34","","","28","7","","","","","219","","","","6",""
"2021-02-07","","61","","23","105","10","353","","","","","","","4","","28","","","2","","","220","","","","",""
"2021-02-08","","61","","23","105","10","353","","","","10","5","","4","7","28","","","","","","220","9","","","","39"
"2021-02-09","","61","","23","105","10","353","","","","","5","","4","","28","","","","21","","220","9","","","6","39"
"2021-02-10","","61","11","23","105","10","353","","11","","","5","34","","","28","7","","","21","26","223","9","","","6","39"
"2021-02-11","","61","","23","105","","353","","11","","","","34","","","28","7","","","","","223","","","","6",""
"2021-02-12","","61","","23","105","10","353","","11","","","5","","4","7","","7","","","","26","223","","","","6","39"
"2021-02-13","","61","","23","106","","353","","","","","","","","7","","7","","","","26","223","","","","",""
"2021-02-14","","61","","23","107","","353","","","","","","","","7","","7","","","","26","223","","","","",""
"2021-02-15","","62","11","23","107","10","353","","","","","5","34","","","28","","","","","26","224","9","","","6",""
"2021-02-16","","62","","23","106","10","353","","","","","5","","","7","28","7","","","","","224","","","12","","39"
"2021-02-17","","62","","23","","","353","","","","10","","","","","","","","","","26","224","","","","6",""
"2021-02-18","","62","","23","106","","353","","","","","","","","","28","","","","21","","224","","","12","",""
"2021-02-19","","62","","23","106","10","353","","","","","","34","","","28","7","10","","21","","224","9","","","","39"
"2021-02-20","","62","","","106","10","353","","","","","5","34","","7","","7","","","","26","224","","","","6",""
"2021-02-21","","62","","23","106","","353","","","14","","","","","","28","","","","","","225","","","12","",""
"2021-02-22","","62","","23","106","10","353","","","","","5","","","","28","7","10","","","26","226","","","","","39"
"2021-02-23","","62","11","23","106","10","353","","","","10","5","","4","7","","","","","","26","226","","","","6",""
"2021-02-24","","62","","23","","10","353","","","","10","5","","","","28","7","","","","26","227","","","12","6",""
"2021-02-25","","62","11","23","","10","353","","","","","","","","7","","7","","","","26","227","","","12","",""
"2021-02-26","","62","","23","106","","353","","11","14","","5","","","7","","7","","","","","227","9","","","","39"
"2021-02-27","","62","11","23","","","353","","","","","","35","4","","","","","","","","227","9","","12","",""
"2021-02-28","","62","11","23","106","","353","","12","","","5","35","","7","28","","","","","26","228","","","12","",""
"2021-03-01","","62","","23","106","","353","","","","","5","","4","","28","7","10","","","26","228","","","","6","39"
"2021-03-02","","62","","23","","10","353","","","","","5","","4","","28","","","","","","228","","","12","6",""
"2021-03-03","","62","11","23","106","10","353","","","14","","","","","7","","","10","","","26","228","","","","",""
"2021-03-04","","62","11","23","106","10","353","","","","","5","35","","","","","","","","26","229","9","","","","39"
"2021-03-05","","62","","23","106","","353","","","","10","5","35","","","","","","","","26","229","9","","","",""
"2021-03-06","","62","","23","106","","353","","","","","","35","","","28","7","10","","","26","229","","","12","6","39"
"2021-03-07","","62","","23","106","","353","","","","","","","","7","","","","","","26","231","","","","","39"
"2021-03-08","","62","","23","106","10","353","","","","","","","4","","28","","","","","26","231","","","","6",""
"2021-03-09","","62","","","106","10","353","","","","","5","35","","","","7","","","","26","231","","","12","6",""
"2021-03-10","","62","","","106","","353","","","","","5","","","","28","7","","","","","231","","","","",""
"2021-03-11","","62","","","106","","353","","","","","5","35","","","28","7","10","","","26","231","","","","","39"
"2021-03-12","","62","11","23","106","10","353","","","","10","5","35","4","","","7","","","","26","231","","","","6",""
"2021-03-13","","62","","23","106","10","353","","","","","5","","","","28","7","10","","","","231","","","","6",""
"2021-03-14","","62","11","","106","10","353","","","","","5","","","","28","7","","2","","26","231","","","","",""
"2021-03-15","","62","","23","106","10","353","","12","","","","35","","","","","10","","","26","231","9","","12","",""
"2021-03-16","","62","","","106","10","353","","12","14","","5","35","","","28","","","","","26","232","9","","12","6","39"
"2021-03-17","","62","","23","106","10","353","","","14","","5","","4","","","7","10","","","","232","","","12","","39"
"2021-03-18","","62","11","23","106","10","353","","","","","5","35","","","28","","10","","","26","232","9","","","6","39"
"2021-03-19","","62","","23","106","10","353","","12","","10","5","35","","7","","7","","2","","26","233","9","","","6",""
"2021-03-20","","62","","23","106","10","353","","","","","5","35","","7","","7","","","","26","233","9","","","","39"
"2021-03-21","","62","","","106","10","353","","","","10","","35","","","28","","10","","","","234","9","","","",""
"2021-03-22","","62","11","24","106","","353","","","","10","5","35","4","7","28","7","10","","","26","234","9","","12","6","39"
"2021-03-23","","62","","24","106","11","353","","","","10","5","35","4","7","28","7","10","","","26","234","9","","","6","39"
"2021-03-24","","62","","25","106","11","353","","12","14","10","5","35","4","7","28","7","10","2","","26","235","9","","12","","39"
"2021-03-25","","62","","25","106","11","353","","","","10","5","35","4","","28","","10","2","","26","235","9","","12","6","39"
"2021-03-26","","63","11","25","106","11","353","","12","14","10","6","35","4","","28","7","10","2","","26","236","9","","12","","39"
"2021-03-27","","63","11","25","106","11","353","","","","10","7","35","4","7","28","7","10","2","","26","237","11","","12","6","39"
"2021-03-28","","63","","25","107","11","354","","12","","","7","35","4","7","28","7","10","2","21","26","238","11","","","6","39"
"2021-03-29","","63","","25","107","11","354","","","","10","","35","4","","28","","","2","","26","238","11","","","6","39"
"2021-03-30","","63","","25","107","11","354","","12","","10","7","35","4","7","28","7","10","","21","26","241","11","","","6","39"
"2021-03-31","","63","11","25","107","11","354","","","14","10","7","35","4","7","28","7","10","2","21","26","241","11","","12","6","39"
"2021-04-01","","63","11","25","107","12","354","","12","14","10","7","35","4","7","28","7","10","2","21","26","241","11","","","6","39"
"2021-04-02","","63","","25","108","12","354","","12","14","10","7","35","4","7","28","7","10","2","21","26","241","11","","","6","39"
"2021-04-03","","64","12","25","109","12","355","","12","14","10","7","35","4","7","28","7","10","2","21","26","244","11","","12","6","39"
"2021-04-04","","65","12","25","111","12","355","","12","14","10","7","35","4","7","28","7","10","2","21","26","249","11","","12","6","39"
"2021-04-05","","66","12","25","112","12","357","","12","14","10","7","35","4","7","28","7","11","2","21","26","252","12","","","7","39"
"2021-04-06","","66","12","25","112","12","357","","12","15","10","8","35","4","7","28","7","11","2","21","26","254","12","","12","7","39"
"2021-04-07","","66","13","25","112","13","357","","12","15","10","8","35","4","7","29","7","11","2","21","26","258","12","","12","7","39"
"2021-04-08","","66","13","25","112","13","357","","12","15","10","8","35","4","7","29","7","11","2","21","26","264","13","","12","7","39"
"2021-04-09","","66","14","25","114","13","360","","12","15","10","9","35","4","7","29","7","11","2","22","26","272","14","","12","7","39"
"2021-04-10","","68","14","25","116","14","364","","12","16","10","9","35","4","7","29","7","11","3","22","26","277","14","","12","7","40"
"2021-04-11","","68","14","25","117","14","368","","12","16","11","9","35","4","7","29","7","11","4","22","26","291","14","","12","7","40"
"2021-04-12","","68","14","25","125","14","370","","12","16","11","9","35","4","7","29","7","12","4","22","26","299","14","","12","7","40"
"2021-04-13","","70","14","25","126","14","376","","12","16","12","9","39","5","8","29","7","12","4","22","29","305","14","","12","10","41"
"2021-04-14","","72","15","25","131","16","385","","12","16","12","9","40","5","8","31","7","12","4","22","30","312","14","","12","11","41"
"2021-04-15","","72","15","26","140","16","389","","12","18","13","9","40","6","8","33","7","12","4","22","31","317","14","","12","12","42"
"2021-04-16","","76","15","26","144","17","402","","13","20","16","9","40","6","8","35","9","15","4","23","32","333","16","","12","13","42"
"2021-04-17","","80","15","26","145","18","408","","14","20","17","9","40","6","10","36","10","15","4","24","34","338","18","","","13","44"
"2021-04-18","","80","16","26","146","20","425","","16","20","21","11","40","6","12","37","11","15","4","26","36","349","19","","12","13","45"
"2021-04-19","","83","18","26","149","20","435","","18","20","22","12","40","6","12","40","12","18","4","26","36","363","20","","12","13","47"
"2021-04-20","","83","18","27","155","22","445","","20","20","23","12","40","6","12","44","14","18","4","27","36","378","20","","12","13","48"
"2021-04-21","","83","19","28","160","24","456","","21","20","25","12","40","6","13","47","14","19","4","28","40","400","23","","12","13","52"
"2021-04-22","","84","19","29","164","24","470","","21","20","27","13","43","7","15","47","15","19","4","29","50","453","24","","14","20","54"
"2021-04-23","","86","20","30","165","24","485","","","22","29","14","44","10","16","54","16","19","4","30","51","468","26","","15","23","56"
"2021-04-24","","88","20","32","172","24","501","","22","22","32","14","48","11","17","54","16","20","4","33","59","528","26","","15","23","57"
"2021-04-25","","89","21","33","176","25","517","","22","25","33","15","51","13","18","61","20","21","4","36","64","571","26","","18","23","59"
"2021-04-26","","91","23","38","184","26","531","","22","25","33","16","54","13","18","67","21","26","5","41","71","623","28","","20","26","63"
"2021-04-27","","94","23","41","187","27","545","","22","30","34","17","60","17","23","70","23","27","5","43","80","684","28","","22","28","66"
"2021-04-28","","97","26","46","194","28","568","","28","35","38","17","65","18","29","81","25","27","6","45","89","730","28","","27","28","70"
"2021-04-29","","104","26","47","205","28","580","","28","38","41","18","73","19","36","86","26","28","6","47","102","789","30","","31","28","74"
"2021-04-30","","112","28","53","218","29","592","","29","39","42","20","76","19","41","88","30","34","6","50","105","834","30","","31","28","76"
"2021-05-01","","116","31","54","230","30","630","","35","43","48","20","79","23","44","93","31","36","6","53","112","879","31","","35","30","80"
"2021-05-02","","118","31","59","242","30","642","","37","46","53","20","84","26","48","95","32","40","6","55","117","921","31","","37","30","84"
"2021-05-03","","120","31","68","266","30","676","","42","53","61","21","95","33","56","100","36","46","7","60","129","1001","31","","40","37","89"
"2021-05-04","","130","33","68","273","31","708","","47","59","65","22","100","33","61","102","38","47","7","61","137","1034","31","","43","39","91"
"2021-05-05","","135","36","75","283","31","735","","51","68","65","22","101","37","62","103","40","56","7","64","140","1075","32","","44","44","95"
"2021-05-06","","140","37","76","290","31","758","","53","78","72","22","107","37","64","106","41","59","7","68","151","1117","32","","46","45","97"
"2021-05-07","","148","39","81","299","32","784","","55","88","72","25","110","37","66","111","44","61","7","71","154","1155","33","","49","49","100"
"2021-05-08","","164","49","88","319","34","835","","58","103","74","28","122","40","70","123","49","67","7","76","159","1235","34","","53","54","106"
"2021-05-09","","169","49","92","325","35","846","","58","106","75","29","126","41","71","127","50","68","7","78","163","1278","35","","54","55","107"
"2021-05-10","","182","49","100","340","37","873","","66","120","80","31","134","47","74","132","54","70","7","83","170","1356","39","","57","59","110"
"2021-05-11","","198","49","106","359","38","903","","77","134","84","32","140","53","78","135","58","75","7","90","177","1427","42","","62","63","115"
"2021-05-12","","206","49","109","368","39","921","","81","140","84","32","143","55","80","137","61","77","7","93","182","1446","42","","65","64","118"
"2021-05-13","","216","51","112","371","40","937","","82","140","84","32","153","55","82","140","61","79","7","96","188","1486","44","","66","64","121"
"2021-05-14","","224","51","113","375","40","944","","82","145","84","32","157","58","85","141","62","79","7","99","188","1514","45","","67","68","123"
"2021-05-15","","230","51","114","376","40","956","","85","151","85","32","159","59","86","142","62","82","7","101","191","1533","45","","67","69","125"
"2021-05-16","","234","51","115","378","42","963","","86","151","86","32","162","60","87","143","62","83","7","104","191","1551","45","","67","71","125"
"2021-05-17","","241","53","115","382","42","975","","88","153","86","34","168","61","88","144","63","83","7","105","193","1561","45","","68","73","128"
"2021-05-18","","247","53","116","382","42","992","","91","153","86","34","169","63","91","145","63","84","7","107","194","1581","45","","68","76","129"
"2021-05-19","","258","53","121","382","42","998","","95","153","87","36","174","63","91","145","63","84","7","109","195","1595","45","","70","76","129"
"2021-05-20","","267","54","122","384","42","1006","","97","156","90","38","176","65","95","146","63","85","7","110","196","1609","46","","71","76","130"
"2021-05-21","","272","55","123","386","42","1020","","97","156","91","38","178","66","96","146","63","88","7","110","196","1620","46","","72","78","131"
"2021-05-22","","276","55","123","387","43","1027","","98","156","93","38","181","66","97","147","63","90","7","111","201","1629","46","","72","80","132"
"2021-05-23","","279","55","125","389","43","1036","","99","156","93","38","184","66","97","147","63","90","7","112","202","1641","47","","72","81","133"
"2021-05-24","","283","55","126","391","43","1041","","100","156","95","38","184","66","99","148","63","90","7","113","203","1652","47","","72","82","134"
"2021-05-25","","285","55","126","392","43","1045","","100","156","95","38","186","68","100","148","63","91","7","113","205","1655","47","","73","82","135"
"2021-05-26","","285","55","126","393","44","1050","1","100","156","95","38","188","68","100","148","63","91","7","113","205","1662","47","","73","83","136"
"2021-05-27","","286","55","126","395","44","1053","","101","156","95","38","189","68","101","148","63","92","7","113","205","1667","47","","74","83","136"
"2021-05-28","","287","55","128","395","44","1056","","101","156","95","39","190","68","102","148","63","92","7","114","205","1675","47","","74","83","138"
"2021-05-29","","287","55","128","396","44","1059","","101","156","95","40","190","68","102","148","64","92","7","115","206","1679","47","","74","84","138"
"2021-05-30","","288","55","128","396","44","1061","","101","156","96","40","191","68","102","148","64","92","7","115","206","1692","47","","74","85","138"
"2021-05-31","","288","55","128","396","44","1069","","101","156","96","40","191","68","102","148","64","92","7","116","207","1695","47","","74","86","138"
"2021-06-01","","288","55","128","397","44","1072","","101","156","96","40","192","68","102","148","65","92","7","116","207","1697","47","","74","86","139"
"2021-06-02","","288","55","129","398","44","1074","","101","156","96","40","192","68","102","148","65","92","7","116","207","1704","47","","74","86","139"
"2021-06-03","","289","55","129","399","44","1076","","101","156","96","40","193","68","102","148","65","92","7","116","208","1706","47","","74","88","139"
"2021-06-04","","290","55","129","400","44","1079","","102","157","96","40","194","68","102","148","65","92","8","116","208","1709","47","","74","88","140"
"2021-06-05","","291","55","130","401","44","1081","","102","157","96","40","195","68","102","148","65","92","9","116","208","1711","47","","75","88","142"
"2021-06-06","","291","55","130","402","44","1083","","102","157","96","40","196","68","102","148","65","93","10","116","208","1712","47","","75","89","142"
"2021-06-07","","291","55","130","403","44","1084","","103","157","96","40","197","68","102","148","65","94","10","116","208","1712","48","","75","89","142"
"2021-06-08","","291","55","130","403","44","1089","","104","157","96","40","197","68","102","148","65","95","10","117","208","1718","47","","75","89","142"
"2021-06-09","","292","55","130","403","44","1090","","104","157","96","40","197","68","102","148","65","95","11","117","208","1718","47","","75","89","142"
"2021-06-10","","292","55","130","404","44","1091","","104","157","96","40","197","68","102","148","65","95","12","117","208","1719","47","","75","89","143"
"2021-06-11","","293","55","130","404","44","1091","","104","157","96","40","197","68","102","148","65","95","12","117","208","1719","47","","75","89","143"
"2021-06-12","","293","55","130","404","44","1091","","104","157","96","40","197","68","102","148","65","95","12","117","208","1719","47","","75","89","143"
"2021-06-13","","293","55","130","404","44","1091","","104","157","96","40","197","68","102","148","65","95","12","117","209","1720","47","","75","89","143"
"2021-06-14","","293","55","130","404","44","1092","","104","157","96","40","197","68","102","148","65","95","","117","209","1720","47","","75","89","143"
"2021-06-15","","293","55","130","404","44","1093","","104","157","96","40","197","68","103","148","65","96","12","117","209","1721","47","","75","89","143"
"2021-06-16","","293","55","131","404","44","1093","","104","157","97","40","197","68","103","148","65","96","12","117","209","1722","47","","75","89","143"
"2021-06-17","","295","55","131","404","44","1093","","104","157","97","40","197","68","103","148","65","96","","117","209","1723","47","","75","89","143"
"2021-06-18","","295","55","131","404","44","1094","","104","157","97","40","197","68","103","148","65","96","12","117","209","1724","47","","75","89","143"
"2021-06-19","","295","55","131","404","","1094","","104","157","97","40","198","69","103","148","65","96","12","117","209","1724","47","","75","89","143"
"2021-06-20","","295","55","131","404","44","1094","","104","157","97","40","198","69","103","148","65","96","","117","209","1724","47","","75","89","143"
"2021-06-21","","295","55","131","404","44","1094","","104","157","97","40","199","69","103","148","65","96","12","117","209","1724","47","","75","89","143"
"2021-06-22","","295","","131","404","","1095","","104","157","97","41","199","69","103","148","65","96","12","117","209","1724","47","","75","89","143"
"2021-06-23","","295","55","131","404","45","1095","","104","157","97","41","199","69","103","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-24","","295","55","131","404","46","1096","","104","157","97","41","199","69","103","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-25","","295","55","131","404","46","1097","","104","157","97","41","199","69","","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-26","","296","55","131","404","46","1098","","104","157","","41","199","69","104","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-27","","296","55","131","404","46","1098","","104","157","97","41","199","69","105","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-28","","296","55","131","404","","1098","","104","157","97","41","199","","","148","65","96","12","117","209","1724","47","","75","90","143"
"2021-06-29","","297","55","131","405","46","1098","","104","157","97","41","199","69","106","148","65","96","","117","209","1724","47","","75","90","143"
"2021-06-30","","297","55","131","405","46","1098","","104","157","97","41","199","69","106","148","65","96","","","209","1724","47","","75","90","143"
"2021-07-01","","297","","131","405","46","1098","","104","157","97","41","199","69","","148","65","","12","117","209","1724","47","","75","90","143"
"2021-07-02","","297","","131","405","46","1098","","104","157","97","41","199","69","106","148","65","96","","117","209","1724","47","","75","90","143"
"2021-07-03","","297","55","131","405","","1099","","104","157","97","41","199","69","106","148","65","96","","117","209","1724","47","","75","90","143"
"2021-07-04","","297","55","131","405","46","1099","","104","157","97","41","199","69","106","148","65","96","12","117","209","1725","47","","75","90","143"
"2021-07-05","","297","55","131","405","46","1100","","104","157","97","42","199","69","106","148","65","96","12","117","209","1725","47","","75","90","143"
"2021-07-06","","297","","131","405","46","1101","","104","157","97","42","199","69","106","148","65","96","","117","209","1725","47","","","90","143"
"2021-07-07","","297","55","131","405","","1101","","","157","","42","199","69","106","148","65","96","12","117","209","1725","47","","75","90","143"
"2021-07-08","","297","55","131","405","46","1102","","104","157","97","42","199","","106","148","65","96","","117","","1725","47","","75","90","143"
"2021-07-09","","297","","131","405","","1102","","","157","","42","199","69","106","148","65","96","","117","209","1725","47","","75","90","143"
"2021-07-10","","297","","131","405","46","1102","","104","157","97","42","199","69","106","148","65","96","","117","209","1725","47","","","90","143"
"2021-07-11","","297","","131","405","","1102","","","157","","42","199","69","106","148","65","","","117","209","1725","47","","","90","143"
"2021-07-12","","297","55","131","405","46","1102","","104","157","97","42","199","69","106","148","65","96","12","117","209","1725","47","","75","90","143"
"2021-07-13","","298","","131","405","","1102","","","","","42","199","","","148","65","96","","117","209","1725","47","","","90","143"
"2021-07-14","","298","55","131","405","46","1102","","","","97","42","199","69","","148","65","96","","117","209","1725","47","","","90","143"
"2021-07-15","","298","","131","405","46","1102","","","","","42","199","69","106","148","65","96","","117","209","1725","47","","75","","143"
"2021-07-16","","298","","131","405","46","1102","","104","","","42","","69","106","148","65","96","","117","209","1725","47","","","90","143"
"2021-07-17","","298","55","131","405","46","1102","","104","","","42","199","69","","148","65","96","","","209","1725","47","","75","90","143"
"2021-07-18","","298","","131","405","","1102","","104","","","42","199","","","148","65","","12","117","209","1725","47","","","90","143"
"2021-07-19","","300","","131","405","46","1102","","","","97","42","199","69","","148","65","96","","","209","1725","47","","","90","143"
