"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2021-04-18","","","","","   .88 %","","   .60 %","   .20 %","","  1.60 %","   .37 %","  1.04 %","   .24 %","   .35 %","","   .89 %","   .19 %","","   .69 %","   .17 %","   .82 %","   .54 %","  2.57 %","   .64 %","","  1.95 %","   .20 %","","   .91 %","   .46 %","  1.05 %"," 63.57 %","","","  1.26 %","   .84 %","","   .48 %","",""
"2021-04-20","","","","   .56 %","  1.51 %","  1.24 %","   .88 %","   .27 %","  2.59 %","  2.17 %","   .68 %","  1.13 %","   .32 %","   .49 %","  1.04 %","  1.51 %","   .40 %","   .11 %","   .96 %","   .23 %","  1.05 %","   .75 %","  3.31 %","   .82 %","","  2.41 %","   .25 %","   .36 %","  1.23 %","   .73 %","  1.53 %"," 71.57 %","","","  2.11 %","  1.36 %","  3.67 %","   .73 %","   .48 %","  7.99 %"
"2021-04-23","","","","   .91 %","  2.60 %","  1.54 %","  1.33 %","   .38 %","  3.89 %","  2.61 %","  1.28 %","  1.55 %","   .47 %","   .67 %","  1.42 %","  3.58 %","   .79 %","   .15 %","  1.28 %","   .34 %","  1.54 %","   .98 %","  3.86 %","   .97 %","","  3.34 %","   .46 %","   .72 %","  2.60 %","  1.11 %","  2.91 %"," 55.86 %","","","  3.86 %","  1.95 %","  5.30 %","   .90 %","  1.01 %","  2.92 %"
"2021-04-24","","","","  1.17 %","  3.72 %","  2.15 %","  1.93 %","   .68 %","  3.64 %","  2.89 %","  1.81 %","  1.90 %","   .59 %","   .84 %","  1.94 %","  4.31 %","   .97 %","   .21 %","  1.39 %","   .43 %","  2.09 %","  1.18 %","  3.90 %","  1.04 %","","  3.50 %","   .60 %","  1.19 %","  3.94 %","  1.46 %","  3.60 %"," 37.03 %","","","  4.89 %","  2.39 %","  6.64 %","  1.01 %","  1.42 %","  3.81 %"
"2021-04-26","","","","  1.80 %","  4.91 %","  2.38 %","  2.37 %","   .84 %","  4.15 %","  3.36 %","  2.86 %","  2.50 %","   .95 %","  1.27 %","  2.81 %","  5.38 %","  1.22 %","   .43 %","  1.75 %","   .56 %","  2.80 %","  1.46 %","  3.88 %","  1.23 %","","  4.61 %","   .83 %","  1.97 %","  5.16 %","  1.75 %","  4.33 %"," 28.70 %","","","  6.00 %","  2.53 %","  8.80 %","  1.06 %","  2.55 %","  7.55 %"
"2021-04-27","","","","  2.38 %","  5.93 %","  2.10 %","  2.97 %","   .97 %","  6.39 %","  4.00 %","  3.22 %","  2.58 %","  1.41 %","  1.64 %","  3.41 %","  6.05 %","  1.53 %","   .58 %","  2.12 %","   .81 %","  3.35 %","  1.79 %","  4.44 %","  1.43 %","","  6.85 %","  1.06 %","  2.18 %","  6.30 %","  2.11 %","  5.79 %"," 26.80 %","","","  6.86 %","  2.67 %"," 10.20 %","  1.29 %","  3.20 %","  8.66 %"
"2021-04-28","","","","  2.60 %","  6.35 %","  2.24 %","  3.16 %","  1.02 %","  8.52 %","  3.61 %","  3.77 %","  3.00 %","  2.04 %","  1.88 %","  3.89 %","  6.33 %","  1.59 %","   .66 %","  2.01 %","   .86 %","  3.75 %","  1.93 %","  3.86 %","  1.62 %","","  7.86 %","  1.33 %","  3.25 %","  6.50 %","  2.27 %","  6.94 %","","","","  7.35 %","  2.34 %"," 11.51 %","  1.45 %","  3.70 %"," 10.72 %"
"2021-04-29","","","","  2.64 %","  6.60 %","  2.07 %","  3.45 %","  1.13 %","  8.86 %","  3.60 %","  3.98 %","  3.03 %","  2.48 %","  2.01 %","  4.30 %","  4.86 %","  1.59 %","   .81 %","  1.91 %","   .88 %","  3.89 %","  1.95 %","  3.49 %","  2.05 %","","  8.95 %","  1.45 %","  4.11 %","  5.84 %","  2.44 %","  6.90 %"," 19.42 %","","","  6.78 %","  2.18 %"," 11.77 %","  1.41 %","  4.03 %"," 11.76 %"
"2021-04-30","","","","  2.81 %","  6.31 %","  2.72 %","  3.50 %","  1.03 %"," 11.44 %","  3.57 %","  4.30 %","  3.17 %","  2.90 %","  2.21 %","  5.45 %","  4.70 %","  1.61 %","   .95 %","  2.08 %","   .92 %","  3.56 %","  2.04 %","  4.24 %","  2.23 %",""," 10.24 %","  1.62 %","  4.22 %","  5.17 %","  2.18 %","  7.65 %"," 19.38 %","","","  6.71 %","  1.99 %"," 14.00 %","  1.74 %","  4.13 %"," 12.92 %"
"2021-05-01","","","","  2.56 %","  5.91 %","  2.89 %","  3.48 %","  1.09 %"," 11.21 %","  3.70 %","  4.03 %","  3.27 %","  2.88 %","  2.15 %","  5.12 %","  3.85 %","  1.68 %","   .96 %","  1.90 %","   .94 %","  3.04 %","  2.09 %","  4.77 %","  2.32 %","","  9.13 %","  1.58 %","  3.28 %","  4.82 %","  2.06 %","  7.98 %"," 23.70 %","","","  6.15 %","  1.88 %"," 12.71 %","  2.18 %","  4.06 %","  9.37 %"
"2021-05-03","","","","  2.41 %","  6.12 %","  4.31 %","  3.60 %","  1.32 %"," 10.38 %","  4.07 %","  4.14 %","  3.37 %","  3.29 %","  2.50 %","  5.71 %","  4.80 %","  1.80 %","  1.18 %","  1.83 %","   .89 %","  3.07 %","  2.15 %","  4.41 %","  2.44 %","","  7.39 %","  1.80 %","  3.05 %","  4.81 %","  2.28 %","  8.58 %"," 18.21 %","","","  6.19 %","  2.03 %"," 13.45 %","  2.38 %","  4.41 %","  9.28 %"
"2021-05-04","","","","  2.71 %","  6.19 %","  6.13 %","  3.73 %","  1.52 %","  9.03 %","  3.83 %","  4.04 %","  3.58 %","  3.23 %","  2.76 %","  5.40 %","  5.15 %","  1.97 %","  1.44 %","  2.07 %","   .97 %","  3.49 %","  2.17 %","  5.07 %","  2.87 %","","  6.25 %","  1.97 %","  2.35 %","  5.97 %","  2.55 %","  8.63 %"," 12.66 %","","","  5.79 %","  2.41 %"," 13.16 %","  2.33 %","  4.75 %","  9.80 %"
"2021-05-05","","","","  3.07 %","  6.59 %","  7.52 %","  3.92 %","  1.69 %","  8.46 %","  4.56 %","  4.11 %","  3.59 %","  3.21 %","  2.93 %","  4.77 %","  6.31 %","  2.26 %","  1.81 %","  2.25 %","  1.06 %","  3.74 %","  2.25 %","  6.18 %","  3.18 %","","  4.63 %","  2.02 %","  1.31 %","  7.10 %","  2.57 %","  9.04 %"," 14.84 %","","","  5.89 %","  2.82 %"," 11.87 %","  2.78 %","  4.83 %","  9.60 %"
"2021-05-06","","","","  3.22 %","  6.75 %","  7.53 %","  4.17 %","  1.77 %","  6.56 %","  4.27 %","  3.87 %","  3.95 %","  3.44 %","  3.24 %","  4.53 %","  7.19 %","  2.67 %","  2.29 %","  2.26 %","  1.13 %","  4.51 %","  2.26 %","  5.89 %","  3.55 %","","  3.97 %","  2.24 %","  1.90 %","  7.93 %","  3.19 %","  8.30 %","","","","  6.12 %","  3.22 %","  9.62 %","  2.91 %","  4.95 %","  9.67 %"
"2021-05-07","","","","  3.96 %","  6.98 %","  7.84 %","  4.66 %","  1.94 %","  6.85 %","  4.83 %","  4.09 %","  3.94 %","  3.70 %","  3.45 %","  4.86 %","  8.82 %","  2.87 %","  2.50 %","  2.52 %","  1.14 %","  5.27 %","  2.25 %","  6.10 %","  4.27 %","","  4.63 %","  2.67 %","  2.15 %","  9.04 %","  3.78 %","  8.13 %"," 13.98 %","","","  6.47 %","  3.76 %","  8.62 %","  2.92 %","  4.80 %"," 10.88 %"
"2021-05-08","","","","  4.40 %","  7.04 %","  8.04 %","  4.92 %","  2.12 %","  6.09 %","  4.32 %","  4.29 %","  4.95 %","  3.51 %","  3.23 %","  4.19 %","  8.64 %","  2.88 %","  2.71 %","  2.83 %","  1.24 %","  8.14 %","  1.86 %","  7.00 %","  5.05 %","","  5.37 %","  2.76 %","  3.14 %","  9.36 %","  3.92 %","  7.30 %","  9.53 %","","","  6.35 %","  4.20 %","  7.83 %","  3.20 %","  4.89 %"," 11.54 %"
"2021-05-09","","","","  3.85 %","  6.19 %","  5.93 %","  4.67 %","  1.98 %","  6.70 %","  4.01 %","  3.97 %","  4.54 %","  3.12 %","  2.86 %","  3.92 %","  7.94 %","  2.55 %","  2.87 %","  2.81 %","  1.18 %","  7.23 %","  1.80 %","  6.34 %","  5.12 %","","  6.11 %","  2.45 %","  3.01 %","  8.43 %","  3.44 %","  6.24 %","  8.86 %","","","  5.86 %","  4.02 %","  6.33 %","  3.37 %","  4.40 %","  8.72 %"
"2021-05-10","","","","  4.28 %","  5.79 %","  6.15 %","  4.56 %","  2.10 %","  6.16 %","  3.36 %","  3.64 %","  5.27 %","  3.77 %","  2.80 %","  4.42 %","  7.55 %","  2.48 %","  3.17 %","  2.87 %","  1.23 %","  9.10 %","  1.51 %","  5.56 %","  5.48 %","","  6.93 %","  2.71 %","  5.64 %","  8.42 %","  3.60 %","  5.75 %","  8.48 %","","","  5.69 %","  3.87 %","  7.84 %","  2.98 %","  4.74 %","  9.40 %"
"2021-05-11","","","","  4.59 %","  5.84 %","  6.24 %","  4.86 %","  2.41 %","  5.93 %","  3.90 %","  3.80 %","  5.42 %","  4.02 %","  2.74 %","  3.88 %","  7.65 %","  2.47 %","  3.36 %","  3.14 %","  1.35 %","  8.81 %","  1.55 %","  5.54 %","  5.72 %","","  6.84 %","  2.69 %","  4.75 %","  7.65 %","  3.56 %","  5.95 %","  6.14 %","","","  5.35 %","  3.83 %","  8.08 %","  3.16 %","  4.81 %","  8.43 %"
"2021-05-12","","","","  4.41 %","  5.41 %","  6.36 %","  4.36 %","  2.50 %","  5.24 %","  3.28 %","  3.71 %","  5.21 %","  4.01 %","  2.56 %","  3.75 %","  6.96 %","  2.39 %","  3.91 %","  3.13 %","  1.42 %","  8.40 %","  1.49 %","  5.01 %","  5.60 %","","  6.21 %","  2.43 %","  5.08 %","  7.55 %","  3.42 %","  5.56 %","","","","  5.10 %","  3.57 %","  8.87 %","  3.16 %","  4.51 %","  9.48 %"
"2021-05-13","","","","  4.22 %","  5.03 %","  5.62 %","  3.60 %","  2.50 %","  5.93 %","  3.19 %","  3.87 %","  4.26 %","  4.08 %","  2.57 %","  4.39 %","  6.66 %","  2.53 %","  3.99 %","  3.07 %","  1.41 %","  5.48 %","  1.66 %","  4.39 %","  5.11 %","","  5.56 %","  2.32 %","  5.11 %","  7.53 %","  3.39 %","  5.21 %","  2.98 %","","","  4.84 %","  3.44 %","  7.87 %","  3.04 %","  3.71 %","  7.48 %"
"2021-05-14","","","","  4.86 %","  4.85 %","  6.06 %","  3.49 %","  2.59 %","  6.16 %","  3.95 %","  3.80 %","  4.50 %","  4.09 %","  2.68 %","  5.03 %","  6.46 %","  2.83 %","  3.74 %","  3.11 %","  1.47 %","  5.70 %","  1.57 %","  4.27 %","  4.61 %","","  5.18 %","  2.41 %","  5.31 %","  7.43 %","  3.65 %","  5.12 %","  2.16 %","","","  5.33 %","  3.68 %","  7.65 %","  3.09 %","  4.05 %","  8.66 %"
"2021-05-15","","","","  4.59 %","  4.34 %","  5.21 %","  2.99 %","  2.64 %","  6.59 %","  4.06 %","  4.25 %","  3.72 %","  3.66 %","  2.46 %","  5.09 %","  6.25 %","  2.67 %","  3.77 %","  3.03 %","  1.49 %","  3.44 %","  1.70 %","  4.12 %","  4.10 %","","  4.58 %","  2.13 %","  2.86 %","  6.97 %","  3.68 %","  4.73 %","  2.56 %","","","  5.14 %","  4.03 %","  7.31 %","  3.36 %","  3.63 %","  7.28 %"
"2021-05-16","","","","  3.85 %","  3.46 %","  4.05 %","  2.20 %","  2.57 %","  6.23 %","  3.23 %","  3.93 %","  2.80 %","  2.88 %","  2.07 %","  4.25 %","  5.40 %","  2.29 %","  3.42 %","  2.52 %","  1.31 %","  2.85 %","  1.56 %","  3.65 %","  3.51 %","","  3.60 %","  1.74 %","  2.70 %","  6.77 %","  3.23 %","  3.83 %","  2.26 %","","","  4.63 %","  3.56 %","  6.57 %","  3.02 %","  3.20 %","  6.80 %"
