"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Buxar","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-11-02","4042","4829","1593","2216","6139","3362","11186","","4450","4493","14723","2470","478","10296","1667","3497","2528","7282","2585","4163","2544","1598","167","11261","33554","10982","2701","3244","3934","","4383"
"2020-11-03","4099","4886","1594","2246","6151","3370","11200","","4499","4679","14811","2494","478","10521","1676","3553","2547","7490","2605","4181","2580","1613","167","11566","33657","11058","2734","3305","3988","","4429"
"2020-11-04","4138","4908","1891","2259","6170","3370","11215","","4546","4703","14879","2504","480","10707","1692","3575","2623","7484","2618","4218","2611","1622","170","11637","33708","11113","2755","3318","3998","","4474"
"2020-11-05","4195","4943","1909","2283","6170","3377","11229","","4595","4715","14972","2520","484","10911","1706","3609","2684","7601","2672","4250","2622","1622","170","11739","33807","11233","2779","3374","4047","","4518"
"2020-11-06","4271","4956","1925","2317","6191","3378","11244","","4651","4780","15396","2527","486","11074","1742","3638","2684","7748","2683","4325","2665","1622","170","11857","33910","11349","2827","3402","4096","","4575"
"2020-11-07","4360","5014","1952","2335","6194","3385","11255","","4697","4827","15514","2547","489","11176","1766","3693","2691","7815","2728","4374","2686","1627","170","12010","34031","11453","2903","3419","4152","","4585"
"2020-11-08","4417","5044","1966","2335","6345","3386","11558","","4742","4924","15648","2655","489","11283","1797","3767","2995","7997","2729","4420","2686","1627","170","12198","34231","11471","2956","3461","4189","","4619"
"2020-11-09","4502","5143","1968","2410","6473","3387","11921","","4772","4928","15719","2716","489","11479","1806","3811","3349","8136","2764","4481","2754","1627","170","12528","34477","11635","2993","3474","4237","","4665"
"2020-11-10","4593","5183","1994","2431","6516","3402","12134","","4810","4960","15795","2758","489","11607","1820","3841","3511","8384","2790","4553","2790","1628","171","12687","34560","11718","3401","3494","4275","","4676"
"2020-11-11","4646","5255","2001","2473","6538","3424","12234","","4849","4990","15849","2764","489","11810","1843","3863","3563","9169","2801","4569","2836","1763","171","12796","34761","11771","3422","3518","4295","","4703"
"2020-11-12","4724","5305","2048","2577","6576","3443","12241","","4909","5027","15956","2790","489","12008","1875","3908","3668","9487","2830","4605","2871","1766","172","13085","34874","11843","3438","3552","4330","","4731"
"2020-11-13","4810","5334","2103","2607","6618","3466","12267","","4957","5029","16024","2809","498","12092","1885","3959","3687","10456","2858","4643","2903","1770","172","13286","34970","11990","3445","3587","4514","","4759"
"2020-11-14","4889","5361","2119","2619","6653","3466","12268","","4983","5039","16056","2814","","12220","1885","4000","3741","10594","2858","4435","2903","1775","172","13388","35048","11999","3450","3609","4515","","4786"
"2020-11-15","4964","5368","2127","","6653","3491","","","5007","5043","16096","2815","","12245","1891","4020","3741","10598","2907","4468","2975","1775","172","13490","35162","12007","3453","3646","4532","","4814"
"2020-11-16","5025","5388","2147","2647","6670","3504","12271","","5033","5048","16240","2866","514","12592","1907","4079","3781","10619","2931","4521","2995","1782","172","13695","35311","12198","3474","3526","4661","","4842"
"2020-11-17","5085","5548","2167","2711","6690","3504","12446","","5045","5075","16306","2986","514","12648","1927","4143","3782","10651","2967","4571","3032","1783","172","13828","35654","12304","3475","3549","4728","","4866"
"2020-11-18","5161","5602","2235","2840","6710","3505","12538","","5126","5085","16360","3030","514","12810","2025","4207","3783","10858","3000","4605","3058","1785","172","13946","35898","12403","3479","3556","4753","","4929"
"2020-11-19","5247","5711","2253","2853","6729","3518","12618","","5141","5086","16426","3049","532","12854","2035","4227","3840","11068","3029","4648","3058","1789","172","14073","36213","12467","3485","3583","4797","","4944"
"2020-11-20","5318","5727","2294","2854","6755","3518","12680","","5180","5087","16472","3073","532","13035","2092","4249","3841","11073","3040","4699","3192","1795","172","14281","36445","12609","3494","3596","4824","","4945"
"2020-11-21","5415","5754","2314","3026","6756","3524","12681","","5215","5046","16432","3082","542","13084","2100","4276","3843","11084","3065","4753","3302","1801","172","14404","36929","12733","3494","3617","4864","","4984"
"2020-11-22","5474","5789","2335","3027","6768","3540","12688","","5240","5052","16482","3099","543","13208","2143","4304","3843","11094","3087","4772","3315","1802","172","14469","37056","12954","3494","3654","4894","","4989"
"2020-11-23","5534","5951","2351","3074","6778","3696","12700","","5263","5122","16522","3105","543","13303","2192","4327","3872","11115","3117","4822","3378","1804","172","14642","37176","13086","3494","3695","4925","","5042"
"2020-11-24","5592","5983","2407","3078","6800","3696","12737","","5281","5188","16558","3107","543","13340","2223","4358","3931","11157","3126","4904","3381","1804","172","14766","37224","13168","3494","3705","4933","","5064"
"2020-11-25","5592","5983","2407","3078","6800","3696","12737","","5281","5188","16558","3107","543","13340","2223","4358","3931","11157","3126","4904","3381","1804","172","14766","37224","13168","3494","3705","4933","","5064"
"2020-11-26","5639","6028","2421","3107","6806","3696","12812","","5332","5229","16646","3114","543","13555","2266","4374","3936","11258","3253","5043","3399","1805","172","15493","37497","13364","3523","3758","5020","","5085"
"2020-11-27","5717","6073","2451","3134","6818","3715","13816","","5347","5326","16680","3131","545","13704","2294","4395","4021","12263","3307","5205","3407","1809","172","15991","37807","13539","3527","3799","5068","","5098"
"2020-11-28","5807","6109","2501","3148","6819","3722","13910","","5425","5343","16795","3143","545","13822","2319","4422","4049","12441","3312","5256","3429","1817","172","17080","38196","13708","3537","3843","5116","","5107"
"2020-11-29","5874","6127","2524","3151","6849","3788","13998","","5451","5374","16873","3169","","14005","2335","4439","4049","12632","3325","5339","3429","1817","172","17402","38289","13845","3540","3859","5181","","5112"
"2020-11-30","5959","6136","2537","3157","6871","3795","14468","","5464","5389","16973","3186","545","14222","2372","4478","4050","12790","3341","5481","3464","1825","172","17660","38675","13978","3546","3885","5266","","5117"
"2020-12-01","6047","6296","2565","3227","6886","3795","14591","","5483","5429","17061","3228","545","14354","2406","4513","4050","12906","3479","5526","3478","1826","172","17994","39021","14093","3562","3907","5323","","5203"
"2020-12-26","6098","6317","2606","3268","6891","3810","14656","","5487","5492","17153","3344","555","14512","2466","4550","4078","13003","3550","5570","3510","1830","","18074","39426","14155","3566","3995","5388","","5208"
"2020-12-27","6130","6327","2625","3268","6893","3810","14742","","5487","5497","17259","3374","555","14521","2506","4565","4103","13008","3550","5643","3518","1830","","18172","39815","14208","3567","4052","5459","","5208"
"2020-12-28","6224","6363","2641","3329","6898","3815","14795","","5487","5592","17362","3387","569","14632","2531","4598","4110","13012","3648","5750","3524","","","18266","40451","14324","3572","4092","5510","","5281"
"2020-12-29","6267","6408","2687","3355","6901","3817","14854","","5502","5693","17466","3402","574","14641","2554","4617","4197","13040","3701","5841","3529","","244","18353","40887","14423","3575","4146","5577","","5291"
"2020-12-30","6319","6414","2695","3380","6904","","14891","","5508","5729","17524","3405","588","14691","2582","4617","4200","13145","3726","5883","3533","","","18456","41697","14508","3575","4169","5628","","5302"
"2020-12-31","6356","6502","2721","3393","6907","3818","14931","","5508","5808","17611","3420","596","14705","2621","4625","4201","13155","3726","5946","3533","1832","244","18476","42390","14637","3584","4237","5692","","5303"
"2021-01-01","6405","6528","2722","3401","6910","3818","15002","","5517","5854","17680","3426","616","14758","2653","4653","4203","13232","3741","6003","3533","1832","244","18553","42530","14735","","4298","5742","","5324"
"2021-01-02","6467","6534","2760","3421","6914","3819","15049","","5519","5927","17810","3428","627","14856","2675","4679","4204","13244","3742","6056","3533","1838","","18633","43562","14856","3587","4362","5775","","5339"
"2021-01-03","6504","6541","2783","3421","6923","","15453","","5519","5946","17873","3448","627","14857","2697","4679","4204","13302","3742","6057","3533","","244","18702","43915","14910","3588","4410","5824","","5338"
"2021-01-04","6548","6634","2788","3462","6927","3823","15499","","5523","6006","17980","3454","690","14925","2704","4680","4206","13348","3742","6132","3544","1839","","18773","44356","14965","3588","4468","5858","","5340"
"2021-01-05","6599","6661","2811","3474","6928","3826","15570","","5529","6072","18098","3469","698","14957","2717","4727","4206","13389","3769","6177","3547","1843","244","18846","44968","15209","3588","4517","5903","","5355"
"2021-01-06","6640","6693","2816","3495","6930","3826","15676","","5534","6089","18257","3477","685","15020","2720","4735","4220","13418","3770","6211","3553","","","18882","45150","15452","3589","4533","5920","","5361"
"2021-01-07","6674","6722","2845","3496","6936","3835","15847","","5544","6170","18411","3501","690","15098","2740","4744","4220","13459","3831","6270","3557","","","18932","45314","15528","3595","4588","5956","","5402"
"2021-01-08","6720","6746","2862","3512","6940","","15852","","5551","6219","18471","3506","698","15152","2758","4751","4251","13490","3852","6308","3565","1843","244","18970","45439","15571","3598","4623","6007","","5417"
"2021-01-09","6770","6753","2882","3512","6940","","15940","","5554","6226","18571","3508","705","15192","2760","4761","4251","13501","3902","6357","3565","1843","244","19042","45551","15638","3598","4659","6044","","5417"
"2021-01-10","6810","6827","2892","3520","6947","3835","15949","","5563","6264","18721","3524","705","15200","2810","4775","4270","13523","3908","6422","3576","1844","","19093","45696","15718","3598","4719","6093","","5437"
"2021-01-11","6859","6827","2894","3543","6950","3838","16012","","5564","6346","18819","3527","714","15222","2824","4776","4272","13599","3981","6450","3583","1844","244","19158","46077","15837","3609","4743","6186","","5440"
"2021-01-12","6907","6877","2906","3590","6956","","16231","","5580","6377","18947","3536","723","15252","2848","4816","4283","13643","3998","6494","3587","1844","244","19210","46222","15906","3611","4783","6254","","5482"
"2021-01-13","6949","6893","2906","3595","7058","3838","16337","","5584","6381","19054","3543","723","15365","2883","4817","4285","13710","4020","6523","3593","","244","19240","46330","15952","3612","4805","6293","","5498"
"2021-01-14","6988","6901","2977","3617","7063","3838","16369","","5584","6421","19207","3554","735","15416","2915","4817","4285","13717","4065","6551","3598","","244","19316","46473","16026","3616","4847","6355","","5506"
"2021-01-15","7037","6913","3001","3634","7072","3839","16474","","5587","6448","19331","3559","743","15483","2946","4817","4285","13765","4096","6584","3608","","","19382","46635","16084","3617","4876","6403","","5547"
"2021-01-16","7060","6944","3021","3643","7074","3840","16502","","5589","6461","19445","3561","743","15504","2985","4818","4285","13768","4099","6605","3612","1844","244","19387","46813","16104","3618","4905","6446","","5549"
"2021-01-17","7060","6962","3021","3643","7074","3840","16552","","5591","6461","19447","3561","763","15520","3018","4822","4285","13811","4101","6646","3612","1845","244","19435","46820","16110","3620","4928","6453","","5575"
"2021-01-18","7125","6990","3024","3680","7078","3843","16603","","5593","6585","19695","3564","767","15582","3033","4835","4315","13820","4183","6680","3626","1848","300","19503","46964","16190","3631","4950","6529","","5585"
"2021-01-19","7143","6993","3032","3688","7081","","16603","","5595","6594","19786","3568","768","15614","3065","4835","4315","13826","4195","6718","3637","1849","","19536","46994","16233","3631","4976","6554","","5585"
"2021-01-20","7189","7021","3032","3695","7087","3847","16668","","5597","6602","19961","3571","768","15623","3112","4844","4316","13843","4195","6742","3651","1851","","19569","47061","16362","3631","4978","6567","","5592"
"2021-01-21","7216","7036","3032","3722","7092","3859","16675","","5597","6656","20046","3577","775","15627","3141","4846","4316","13849","4226","6781","3656","1852","","19576","47203","16426","3645","5048","6608","","5603"
"2021-01-22","7251","7068","3032","3746","7105","3859","16678","","5599","6664","20336","3579","785","15645","3154","4846","4358","13852","4226","6781","3658","1856","","19586","47315","16484","3646","5104","6628","","5608"
"2021-01-23","7280","7094","3034","3754","7105","3860","16748","","5602","6672","20424","3581","785","15657","3171","4852","4358","13859","4228","6819","3658","","","19630","47449","16516","3647","5104","6733","","5610"
"2021-01-24","7281","7095","3034","3757","7115","3861","16751","","5607","6676","20502","3591","788","15661","3189","4852","4359","13859","4230","6844","","1856","","19650","47508","16572","3647","5151","6747","","5611"
"2021-01-25","7332","7117","3034","3766","7117","3863","16754","","5618","6683","20580","3600","793","15669","3198","4857","4369","13866","4230","6870","3681","1857","","19668","47591","16635","3653","5167","6797","","5626"
"2021-01-26","7343","7121","","3766","7118","","16756","","5618","6683","20622","3600","806","15671","3205","4858","4369","13872","4230","6882","","","300","19696","47591","16647","","5191","6814","",""
"2021-01-27","7371","7145","3034","3977","7124","","16838","","5619","6699","20665","3602","808","15748","3210","4862","4384","13888","4232","6898","3695","1877","","19726","47831","16722","3659","5195","6819","","5626"
"2021-01-28","7333","7263","3086","4012","8502","3960","18394","","5736","6340","22059","4015","1176","16547","3232","5005","4399","14014","4274","7345","3777","1918","","20824","45886","16836","3910","5189","6645","","5919"
"2021-01-29","7349","7273","3097","4012","8508","3960","18394","","5740","6408","22112","4024","","16617","3254","5006","4407","14016","4275","7360","3786","","","20846","45939","16869","3911","5208","6656","","5930"
"2021-01-30","7360","7282","","4022","8512","","18467","","5743","6418","22152","4046","1176","16677","3267","5011","4413","14016","4326","7405","3788","1918","","20876","45962","16898","3911","5227","6670","","5953"
"2021-01-31","7370","7286","","","8512","","18467","","5747","6418","22183","4050","1176","16677","3280","5012","4413","14018","4328","7405","3788","","","20916","46004","16915","","5238","6683","","5954"
"2021-02-01","7400","7325","3111","4031","8512","3965","18490","","5749","6443","22224","4056","1183","16706","3290","5015","4420","14093","4335","7450","3798","1919","","20931","46056","16947","","5253","6700","","5955"
"2021-02-02","7408","7345","3111","4034","8514","3966","18490","","5750","6453","22268","4061","1186","16706","3304","5016","4420","14102","4339","7480","3799","","301","20950","46105","16976","","5261","6714","","5955"
"2021-02-03","7408","7349","3112","4035","8514","","18528","","5755","6455","22297","4064","1187","16712","3309","5028","4420","14105","4342","7497","3802","","301","20963","46130","16993","","5265","6723","","5956"
"2021-02-04","7409","7370","3112","4050","8518","3966","18564","","5755","6464","22346","4065","1187","16744","3318","5036","4420","14106","4357","7518","3803","","","20991","46227","17017","","5272","6731","","5956"
"2021-02-05","7409","7377","","4050","8518","","18581","","5756","6465","22381","4070","1188","16771","3348","5040","4420","14106","4373","7534","3808","","301","21006","46274","17020","","5289","6742","","5961"
"2021-02-06","7413","7380","3112","4050","8518","","18602","","5757","6477","22416","4076","","16780","3361","5040","","14106","4378","7550","3809","","","21025","46361","17032","","5303","6765","","5977"
"2021-02-07","7418","7383","3122","4050","8519","","18602","","","6477","22464","4076","1191","16785","3372","5041","","14109","4379","7550","","","","21042","46449","17040","","5307","6767","","5977"
"2021-02-08","7423","7407","3122","4062","8519","","18647","","","6484","22511","4077","","16793","3382","5043","4420","14139","4393","7551","3813","1919","","21056","46532","17051","3913","5328","6788","","5977"
"2021-02-09","7427","7408","","4062","8519","3966","18687","","5759","6486","22528","4083","","16797","3388","5049","4420","14139","4398","7555","3813","1919","","21079","46600","17058","","5337","6796","","5987"
"2021-02-10","7432","7419","3122","4085","8519","","18793","","5764","6503","22568","4088","","16817","3390","5064","","14140","4400","7559","3820","","301","21089","46634","17061","","5339","6796","","5987"
"2021-02-11","7468","7508","3134","4108","8524","3967","18793","","","6530","22707","4102","1191","16817","3390","5069","4457","14178","4425","7572","3830","1921","301","21172","46852","17075","3919","5358","6819","","5996"
"2021-02-12","7476","7510","3134","4110","8524","3970","18812","","5765","6532","22754","4104","","16817","3401","5070","4461","14193","4425","7581","3831","","","21199","46972","17182","","5376","6825","","6001"
"2021-02-13","7479","7535","","4110","8524","3970","18824","","","6534","22777","4109","","16817","3402","5070","4461","14208","4427","7587","","","301","21237","47080","17186","","5381","6831","","6002"
"2021-02-14","7480","7540","","4111","8524","","18825","","","6543","22788","4109","","16817","3408","5070","","14217","4427","7598","","","301","21243","47168","17190","","5389","6836","","6002"
"2021-02-15","7489","7552","3144","4162","8558","","18825","","5772","6618","22839","4113","1192","16824","3412","5072","4466","14226","4439","7616","3835","","","21267","47288","17195","3919","5399","6843","","6009"
"2021-02-16","7492","7584","3144","4187","8561","","18855","","","6666","22858","4117","1195","16825","3416","5076","4492","14245","4444","7629","3835","1921","301","21277","47383","17199","","5414","6853","","6014"
"2021-02-17","7503","7587","3144","4187","8561","3972","18865","","5774","6666","22879","4117","","16825","3417","5076","","14245","4445","7630","3837","1921","","21293","47504","17199","3923","5416","6857","","6015"
"2021-02-18","7532","7596","3149","4199","8562","","18875","","5774","6666","22937","4118","1195","16825","3418","","","14251","4455","7636","3838","","","21306","47592","17209","","5428","6862","","6016"
"2021-02-19","7542","7628","","4202","8565","","18885","","5774","6667","22963","4122","1195","16825","3421","5076","4493","14251","4461","7648","3843","1922","","21337","47633","17219","","5432","6875","","6022"
"2021-02-20","7566","7635","3149","4202","8565","","18893","","","6670","22995","4128","1197","16825","3422","5076","4493","14252","4461","7649","","","","21366","47679","17235","","5445","6884","","6022"
"2021-02-21","7579","7637","3149","4202","8565","","18893","","5775","6675","23027","4132","1198","16830","3424","","4493","14252","4461","7649","3843","","","21380","47718","17238","","5454","6892","","6022"
"2021-02-22","7605","7658","3156","4206","8587","","18893","","5775","6680","23052","4143","1202","16835","3426","5080","4498","14254","4477","7670","3845","","","21393","47882","17239","","5458","6903","","6029"
"2021-02-23","7622","7678","3156","4216","8587","3972","18905","","5775","6682","23167","4144","","16840","3432","5080","","14254","4481","7677","3847","1922","301","21402","47930","17247","","5467","6913","","6036"
"2021-02-24","7636","7684","3162","4216","8587","3972","18912","","","6686","23309","4147","1202","16845","3438","5080","4498","14254","4482","7706","","1922","","21403","47995","17256","","5468","6921","","6038"
"2021-02-25","7662","7686","3162","4216","8587","3972","18920","","5775","6707","23356","4148","1202","16850","3439","5081","","14286","4483","7713","3848","","","21412","48054","17270","","5474","6936","","6040"
"2021-02-26","7678","7693","3162","4216","8592","","18955","","5776","6710","23398","4153","1202","16860","3463","5082","4499","14286","4509","7714","3849","1923","","21418","48154","17270","3923","5484","6948","","6043"
"2021-02-27","7680","7698","3167","4222","8592","","18955","","5777","6711","23447","4157","1203","16873","3464","","4500","14287","4509","7725","3860","1924","","21423","48285","17298","3924","5490","6958","","6044"
"2021-02-28","7680","7700","","4222","8592","","18956","","5779","6711","23475","4158","1203","16874","3472","5085","","14308","4509","7725","3860","","","21435","48329","17299","","5493","6963","","6044"
"2021-03-01","7685","7712","3170","4227","8597","","18956","","5779","6711","23510","4169","","16874","3477","5086","4500","14319","4510","7725","3860","","301","21440","48365","17300","","5495","6963","","6049"
"2021-03-02","","7720","","4227","8597","3972","18998","","5781","6711","23584","4181","1203","16880","3491","5086","","14323","4516","7726","3860","","","21472","48399","17301","","5500","6978","","6051"
"2021-03-03","7685","7721","3175","4229","8597","","19017","","5781","6713","23608","4185","","16880","3494","5086","4500","14336","4519","7726","3860","","302","21480","48447","17305","","5501","6978","","6051"
"2021-03-04","7687","7728","3175","4229","8608","3972","19037","","5785","6714","23644","4185","1206","16884","3515","5087","","14338","4540","7732","3862","","","21485","48490","17305","","5504","6987","","6053"
"2021-03-05","7693","7742","3175","4229","8628","3973","19038","","","6716","23808","4189","1207","16885","3516","5089","","14341","4551","7732","3865","1926","302","21536","48643","17307","","5504","6987","","6056"
"2021-03-06","7694","7746","3175","4229","8628","3973","19059","","5786","6724","23948","4199","1209","16885","3524","5089","4500","14341","4551","7733","3867","1926","","21553","48789","17316","","5508","6994","","6059"
"2021-03-07","","7756","","","8628","","19059","","","6724","23963","4201","1209","16885","3536","5089","","14353","4552","7733","3867","","","21568","48810","17327","","5509","7014","","6059"
"2021-03-08","7697","7771","3175","4229","8630","","19114","","5791","6724","24009","4203","1213","16896","3546","5093","4500","14353","4559","7736","3867","","309","21581","48828","17337","","5510","7014","","6063"
"2021-03-09","7698","7782","","4229","8632","3974","19174","","5794","6754","24053","4204","1213","16906","3562","5095","4500","14388","4563","7739","3870","","309","21582","48860","17343","","5516","7023","","6064"
"2021-03-10","7700","7795","3175","4230","8634","","19205","","5797","6754","24074","4204","1214","16907","3565","","4501","14402","4564","7739","","","310","21591","48875","17346","","5518","7025","","6064"
"2021-03-11","7700","7798","","4230","8635","","19213","","5798","","24104","4207","","16907","3568","5095","","14438","4564","7739","","","","21593","48929","17350","3924","5550","7030","","6065"
"2021-03-12","7704","7801","3175","4236","8641","3975","19249","","5799","6757","24150","4213","1215","16907","3569","5101","4506","14439","4592","7745","3875","","311","21601","49135","17356","","5555","7041","","6065"
"2021-03-13","7704","7807","3175","4236","8641","","19253","","5801","6758","24174","4214","1215","16909","3592","5101","","14444","4592","7745","3875","","312","21605","49384","17367","","5559","7048","","6065"
"2021-03-14","7704","7807","3175","4236","8641","3975","19253","","5801","6758","24204","","","16909","3609","5103","","14451","4594","7745","3875","","","21605","49533","17388","","5561","7053","","6065"
"2021-03-15","7706","7818","3198","4236","8642","","19281","","5806","6758","24244","4216","1219","16914","3615","","4511","14459","4633","7745","3875","1926","312","21609","49793","17440","","5575","7085","","6070"
"2021-03-16","7706","7822","3198","4236","8646","3976","19281","","5808","6771","24298","4217","1219","16918","3624","5109","","14465","4638","7747","3880","1927","312","21612","49878","17477","","5584","7102","","6083"
"2021-03-17","7706","7825","3209","4236","8660","3977","19312","","5808","6796","24336","4221","","16932","3631","5110","4511","14469","4640","7756","3882","1927","312","21615","49927","17482","","5588","7113","","6088"
"2021-03-18","7709","7832","3210","4236","8664","","19337","","5808","6819","24399","4221","1221","16936","3646","5111","4511","14472","4649","7765","3882","1927","","21616","49983","17553","","5603","7136","","6088"
"2021-03-19","7709","7841","3215","4271","8666","3977","19370","","","6833","24466","4225","1221","16940","3655","5111","4511","14484","4670","7767","3883","1927","","21618","50047","17563","","5634","7164","","6095"
"2021-03-20","7712","7842","3215","4271","8672","","19415","","5808","6841","24555","4225","1221","16948","3675","5112","4511","14502","4670","7769","3883","","","21626","50088","17585","","5659","7185","","6099"
"2021-03-21","7712","7847","3215","4271","8677","3978","19456","","","6841","24591","4226","1221","16951","3682","5112","4511","14510","4670","7769","3883","1927","","21629","50179","17607","3924","5668","7194","","6099"
"2021-03-22","7730","7858","3221","4271","8686","3979","19577","","5814","6847","24694","4232","1221","16963","3699","5117","4511","14528","4734","7830","3883","1927","312","21632","50380","17631","3925","5690","7220","","6108"
"2021-03-23","7747","7865","3221","4278","8691","3980","19611","","5818","6868","24831","4234","1221","16980","3714","5118","4512","14540","4750","7846","3883","1927","","21643","50584","17651","3925","5709","7252","","6113"
"2021-03-24","7755","7873","3224","4315","8711","3980","19646","","5826","6875","24992","4236","1223","16988","3720","5122","4517","14553","4753","7853","3888","1927","312","21645","50750","17757","3925","5716","7261","","6115"
"2021-03-25","7760","7882","3236","4315","8713","3984","19704","","5827","6895","25095","4277","1228","17014","3736","5142","4517","14567","4776","7909","3889","1929","","21680","51176","17825","3925","5740","7304","","6121"
"2021-03-26","7763","7901","3241","4327","8716","3984","19747","","5828","6895","25243","4284","1228","17025","3757","5145","4517","14583","4795","7930","3897","1929","320","21697","51382","17863","3925","5746","7343","","6121"
"2021-03-27","7779","7913","3241","4355","8723","","19751","","5829","6934","25413","4290","1228","17045","3783","5169","4517","14595","4813","7946","3899","1933","320","21715","51459","17917","3925","5771","7375","","6130"
"2021-03-28","7779","7914","3245","4358","8726","3984","19806","","5829","6938","25661","4292","1228","17048","3815","5169","4518","14618","4813","7946","3899","1933","320","21719","51729","17941","","5781","7423","","6130"
"2021-03-29","7779","7914","3245","4362","8726","","19863","","5829","6939","25756","4295","1228","","3857","5169","4518","14638","4818","7946","3899","","","21719","51946","17941","","5798","7423","","6130"
"2021-03-30","7799","7946","3250","4421","8749","3986","19946","","5833","6976","25971","4310","1228","17054","3886","5178","4527","14655","4822","7975","3912","1936","","21736","52226","18091","3925","5822","7523","","6142"
"2021-03-31","7809","7957","3260","4428","8763","3986","20008","","5833","6977","26266","4322","1248","17068","3895","5184","4527","14662","4893","7996","3923","1936","","21746","52645","18101","3925","5825","7549","","6145"
"2021-04-01","7822","7968","3281","4458","8767","3986","20144","","5834","7016","26420","4346","1248","17077","3944","5197","4531","14687","4926","8061","3926","1936","320","21755","53029","18102","3925","5844","7601","","6171"
"2021-04-02","7828","7976","3281","4463","8777","3986","20266","","5837","7025","26766","4352","1248","17093","3984","5200","4532","14759","4932","8070","3931","1936","320","21779","53384","18222","3930","5877","7656","","6172"
"2021-04-03","7849","7990","3290","4542","8788","3987","20335","","5840","7041","26959","4387","1249","17120","4032","5209","4542","14786","4991","8146","3937","1936","320","21787","53808","18273","3931","5914","7726","","6195"
"2021-04-04","7882","8007","3297","4565","8806","3991","20513","","5844","7044","27528","4394","1258","17135","4061","5214","4555","14834","5033","8147","3940","1939","320","21810","55636","18370","3931","5943","7775","","6214"
"2021-04-05","7953","8033","3305","4666","8819","3991","20530","","5848","7119","27650","4394","1259","17135","4115","5229","4562","14912","5088","8175","3944","1939","320","21819","56203","18381","3931","5995","7861","","6222"
"2021-04-06","7993","8036","3305","4774","8846","4002","20793","","5855","7138","27823","4432","1261","17139","4169","5233","4576","14966","5156","8324","3950","1941","324","21835","56666","18408","3934","6048","7968","","6222"
"2021-04-07","8123","8463","3327","4827","8852","4007","21172","","5860","7504","28429","4440","1281","17166","4193","5235","4584","15025","5167","8377","3990","1944","324","21855","58057","18468","3937","6074","8029","","6226"
"2021-04-08","8140","8499","3331","4928","8923","4007","21190","","5863","7523","28839","4505","1283","17218","4207","5238","4584","15044","5212","8402","4043","1944","324","21937","58251","18486","3937","6078","8040","","6276"
"2021-04-09","8215","8545","3351","5045","8964","4015","21303","","5867","7581","29218","4550","1283","17228","4261","5261","4597","15162","5244","8488","4043","1944","324","21999","59257","18540","3938","6146","8138","","6358"
"2021-04-10","8322","8617","3380","5152","9043","4015","21413","","5867","7609","31823","4550","1303","17290","4340","5280","4616","15271","5244","8498","4044","1952","324","22073","60341","18653","3938","6242","8251","","6397"
"2021-04-11","8391","8675","3412","5199","9134","4018","21681","","5879","7633","34687","4551","1303","17301","4437","5338","4617","15475","5244","8653","4048","1959","324","22164","61729","18866","3943","6293","8436","","6440"
"2021-04-12","8575","8737","3436","5343","9178","4018","22034","","5886","7641","35144","4651","1344","17320","4570","5391","4658","15606","5384","8754","4174","1964","324","22248","63732","19158","3943","6338","8558","","6586"
"2021-04-13","8704","8825","3490","5422","9297","4024","22284","","5896","7665","35462","4704","1363","17342","4694","5391","4701","15876","5402","8901","4203","1966","324","22338","65679","19564","3947","6563","8746","","6604"
"2021-04-14","8806","8859","3504","5524","9374","4033","22651","","5916","8093","35688","4722","1403","17581","4819","5465","4718","16050","5501","9002","4285","1968","325","22408","66915","20193","3954","6643","8838","","6772"
"2021-04-15","8999","8908","3553","5850","9491","4038","22858","","5938","8215","37115","4825","1404","17697","5005","5634","4748","16300","5591","9176","4319","1974","325","22598","73841","20863","3961","6812","9067","","6893"
"2021-04-16","9252","9076","3613","5946","9564","4039","23158","","5976","8276","40802","4872","1433","17938","5216","5789","4787","16662","5678","9285","4385","1981","325","22800","78283","21957","3967","6969","9285","","6924"
"2021-04-17","9516","9314","3677","6126","9888","4051","23573","","5998","8360","43807","5079","1433","18058","5615","5867","4831","16978","5720","9656","4503","1994","325","22980","80003","23046","3982","7082","9395","","7209"
"2021-04-18","9849","9357","3759","6343","9982","4060","24507","","6029","8488","47003","5449","1434","18159","5814","6064","4870","17415","5808","10960","4628","2002","325","23566","84686","23852","3985","7249","9614","","7365"
