"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-10-21","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-23","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %"
"2020-10-24","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %"
"2020-10-25","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %"
"2020-10-26","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.54 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"
"2020-10-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  2.97 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"
"2020-10-28","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.97 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-29","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","  2.97 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-30","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  2.97 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-10-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.43 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-01","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-02","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %"
"2020-11-03","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","  6.67 %"," 10.00 %"
"2020-11-04","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %"," 10.00 %"
"2020-11-05","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  4.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  6.67 %"," 10.00 %"
"2020-11-06","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %"," 10.00 %"
"2020-11-07","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.22 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","  6.67 %","   .00 %"
"2020-11-08","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.22 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-11-09","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.22 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-10","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.22 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-11","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.22 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-11-12","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.00 %","","",""," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-13","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-14","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %",""," 20.00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2020-11-15","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %"
"2020-11-16","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","",""," 20.00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2020-11-17","","","","   .00 %","","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %"
"2020-11-18","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %",""
"2020-11-19","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2020-11-20","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","   .00 %","   .95 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2020-11-21","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2020-11-22","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .95 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-11-23","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","","   .95 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-11-24","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-11-25","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-11-26","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-27","   .00 %","   .00 %","","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .91 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-11-28","","  6.67 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-11-29","","  6.67 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","  2.65 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-11-30","","  6.67 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","  2.65 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-12-01","   .00 %","  6.67 %","","   .00 %","","","","   .00 %","","","   .00 %","","","","","  2.65 %","","","   .00 %","   .00 %","","","","   .00 %",""
"2020-12-26","","  6.67 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","  1.74 %","   .00 %","","   .00 %","","","","","   .00 %",""
"2020-12-27","","   .00 %","","   .00 %","","","","","","","","","","","","  1.74 %","","   .00 %","   .00 %","","","","","   .00 %",""
"2020-12-28","","","","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-12-29","","","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %"
"2020-12-30","","   .00 %","","   .00 %","","","","","","","","","","","","   .00 %","","","   .00 %","   .00 %","","","","",""
"2020-12-31","","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %",""
"2021-01-01","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-01-02","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-03","","","","   .00 %","","","","   .00 %","","","","","","   .00 %","","","","","   .00 %","","","","","   .00 %",""
"2021-01-04","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %"
"2021-01-05","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2021-01-06","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-01-07","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %"
"2021-01-08","","","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2021-01-09","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-01-10","","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-01-11","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-12","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-13","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-01-14","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-01-15","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","","",""
"2021-01-16","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","   .00 %",""
"2021-01-17","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-18","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-01-19","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-20","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","",""
"2021-01-21","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-01-22","","","","","","","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-01-23","","","","","","","","","   .00 %","","","","","","","","","","","","","   .00 %","","",""
"2021-01-24","","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %",""
"2021-01-25","","   .00 %","","   .00 %","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-01-26","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-01-27","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-01-28","","   .00 %","","   .00 %","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-01-29","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-01-30","","","","   .00 %","","","","","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","   .00 %","","","","","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-02-02","","","","","","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-02-03","","","","","","","","","","","","","","","","","","","","","","","","   .00 %",""
"2021-02-04","","","","","","","","","","","","","","","","","","","","","","   .00 %","","",""
"2021-02-06","","","","","","","","","   .00 %","","","","","","","   .00 %","","","   .00 %","","","","","",""
"2021-02-08","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","   .00 %"
"2021-02-09","","","","   .00 %","","","","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-02-13","","","","","","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","","","   .00 %",""
"2021-02-15","","","","","","","","","   .00 %","","","","","","","","","","","","","","","   .00 %",""
"2021-02-18","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %",""
"2021-02-23","","","","","","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-02-25","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %"
"2021-02-27","","","","","","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-03-01","","","","","","","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-03-05","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-03-10","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-13","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-03-16","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-03-18","","","","","","","","","","","","","","","","","","","","","","","","   .00 %",""
"2021-03-22","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-24","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-03-26","","","","","","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-27","","","","","","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-04-02","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""
"2021-04-03","","","","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","",""
"2021-04-05","","   .00 %","","","","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-04-06","","","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","",""
"2021-04-07","","","","","","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %",""
"2021-04-08","","","","","","","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","",""
"2021-04-09","","","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","",""
"2021-04-10","","   .00 %","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-04-11","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-04-12","","","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","",""
"2021-04-13","","","","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","",""
"2021-04-14","","","","   .00 %","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","",""
"2021-04-15","","   .00 %","","","","","","   .00 %","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %",""
"2021-04-16","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %",""
"2021-04-17","","","","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %",""
"2021-04-18","","   .00 %","","   .00 %","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-04-19","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-04-20","","","","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2021-04-21","","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %",""
"2021-04-22","","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2021-04-23","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2021-04-24","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2021-04-25","","   .00 %","","","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""
"2021-04-26","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2021-04-27","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2021-04-28","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-29","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-04-30","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .80 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-01","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .80 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2021-05-02","","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .80 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %",""
"2021-05-03","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .80 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-05-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-05-07","","   .00 %","   .00 %","  5.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-08","   .00 %","   .00 %","   .00 %","  5.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-09","   .00 %","   .00 %","","  5.00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-10","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-11","   .00 %","  5.00 %","   .00 %","  5.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.54 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2021-05-12","   .00 %","  5.00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 20.00 %",""," 10.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.54 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2021-05-13","   .00 %","  5.00 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 10.00 %",""," 20.00 %","   .00 %","   .00 %","  2.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %","  6.67 %"
"2021-05-14","   .00 %","  5.00 %","   .00 %","  4.00 %","","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  3.63 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  6.67 %"
"2021-05-15","   .00 %","  5.00 %","   .00 %","  4.00 %","   .00 %","   .00 %",""," 20.00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %"," 30.00 %","   .00 %","   .00 %","  3.63 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  6.67 %"
"2021-05-16","   .00 %","   .00 %","   .00 %","  4.00 %","","   .00 %",""," 20.00 %"," 20.00 %","   .00 %","  6.67 %","   .00 %"," 10.00 %","   .00 %","","  2.09 %","",""," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %"
"2021-05-17","   .00 %","   .00 %","   .00 %"," 14.00 %","   .00 %","",""," 20.00 %"," 10.00 %","   .00 %","  6.67 %","   .00 %"," 10.00 %","   .00 %","","  2.74 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %"
"2021-05-18","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %",""," 20.00 %"," 10.00 %","   .00 %","  6.67 %","   .00 %"," 10.00 %","  5.00 %","   .00 %","  2.65 %","",""," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-19","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 10.00 %","  5.00 %","   .00 %","  1.88 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-20","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","  1.88 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-21","   .00 %","  4.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","","  1.88 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-22","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","","   .00 %","","   .00 %","  9.00 %","   .00 %","  1.23 %","","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
