"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2021-04-14","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-16","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2021-04-17","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-18","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-19","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-20","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-04-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-23","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %"
"2021-04-29","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-04-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .46 %"
"2021-05-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-03","   .00 %","  2.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .46 %"
"2021-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
