"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-08-28","  5.17 %","","   .65 %","   .00 %","","  4.92 %","","  2.86 %","  5.74 %"," 10.00 %","  1.57 %","  5.40 %","","   .00 %","   .00 %","  7.35 %","  1.67 %","  6.67 %","",""
"2020-08-29","  5.17 %","","   .00 %","   .00 %","","  5.76 %","","   .83 %","  3.84 %","   .00 %","  2.31 %","  5.13 %","","   .00 %","   .00 %","  6.35 %","  1.67 %"," 11.67 %","",""
"2020-08-30","  1.54 %","","   .00 %","   .00 %","","  7.36 %","","  1.63 %","  1.18 %","   .00 %","  2.22 %","  2.91 %","","   .00 %","   .00 %","  6.19 %","  3.21 %","  5.00 %","",""
"2020-08-31","  1.54 %","","   .00 %","   .00 %","","  6.30 %","","  1.63 %","  2.29 %","   .00 %","  3.60 %","  2.91 %","","   .00 %","   .00 %","  3.42 %","  3.21 %","  5.00 %","",""
"2020-09-01","   .00 %","","   .62 %","   .00 %","","  3.30 %","","  3.17 %","  2.29 %","   .00 %","  2.83 %","  2.91 %","","   .00 %","   .00 %","  2.60 %","  1.54 %","  5.00 %","",""
"2020-09-02","   .00 %","","  2.44 %","   .00 %","","  2.43 %","","  3.89 %","  2.29 %","   .00 %","  2.83 %","   .91 %","","   .00 %","   .00 %","  2.26 %","  1.54 %","  5.00 %","",""
"2020-09-03","   .00 %","","  3.00 %","   .00 %","","  2.34 %","","  3.05 %","  1.11 %","   .00 %","  2.09 %","   .00 %","","  6.67 %","   .00 %","  3.74 %","  1.54 %","   .00 %","",""
"2020-09-04","   .00 %","","  3.00 %","   .00 %","","  2.17 %","","  2.94 %","  2.16 %","   .00 %","  1.38 %","  1.74 %","","  6.67 %","   .00 %","  3.85 %","  2.86 %","   .00 %","",""
"2020-09-05","   .00 %","","  3.00 %","   .00 %","","  2.84 %","","  3.61 %","  5.05 %","   .00 %","   .00 %","  1.74 %","","  6.67 %","   .00 %","  3.70 %","  4.11 %","   .00 %","",""
"2020-09-06","  1.43 %","","  2.37 %","   .00 %","","  3.48 %","","  2.72 %","  5.89 %","   .00 %","  1.29 %","  1.74 %","","  6.67 %","   .00 %","  4.21 %","  4.11 %","   .00 %","",""
"2020-09-07","  1.43 %","","  1.10 %","   .00 %","","  3.48 %","","  2.00 %","  6.69 %","   .00 %","  3.11 %","  1.74 %","","  6.67 %","   .00 %","  4.62 %","  5.28 %","   .00 %","",""
"2020-09-08","  1.43 %","","  2.12 %","   .00 %","","  4.62 %","","  2.00 %","  6.69 %","   .00 %","  4.22 %","  1.74 %","","   .00 %","   .00 %","  3.82 %","  6.39 %","   .00 %","",""
"2020-09-09","  1.43 %","","  3.10 %","   .00 %","","  3.19 %","","  3.81 %","  5.63 %","   .00 %","  4.22 %","   .00 %","","   .00 %","   .00 %","  4.21 %","  3.54 %","   .00 %","",""
"2020-09-10","  2.76 %","","  3.10 %","   .00 %","","  2.52 %","","  3.70 %","  1.63 %","   .00 %","  4.22 %","  5.60 %","","   .00 %","   .00 %","  3.75 %","  3.34 %","   .00 %","",""
"2020-09-11","  3.83 %","","  4.03 %","   .00 %","","  2.45 %","","  3.06 %","   .80 %","   .00 %","  3.46 %","  6.23 %","","  5.00 %","   .00 %","  3.48 %","  6.34 %","   .00 %","",""
"2020-09-12","  3.83 %","","  3.93 %","   .00 %","","  2.45 %","","  3.06 %","   .00 %","   .00 %","  3.18 %","  6.83 %",""," 13.00 %","   .00 %","  3.31 %","  6.90 %","   .00 %","",""
"2020-09-13","  3.83 %","","  3.22 %","   .00 %","","   .57 %","","  3.06 %","  1.54 %","   .00 %","  2.06 %","  6.83 %",""," 15.86 %","   .00 %","  3.78 %","  6.59 %","   .00 %","",""
"2020-09-14","  3.83 %","","  2.66 %","   .00 %","","   .57 %","","  1.10 %","  3.68 %","   .00 %","  2.54 %","  8.60 %",""," 23.36 %","   .00 %","  3.21 %","  6.59 %","   .00 %","",""
"2020-09-15","  2.50 %","","  3.07 %","   .00 %","","   .57 %","","   .54 %","  3.68 %","   .00 %","  3.01 %","  3.54 %",""," 25.18 %","   .00 %","  3.56 %","  7.85 %","   .00 %","",""
"2020-09-16","   .00 %","","  2.14 %","   .00 %","","   .56 %","","   .54 %","  4.33 %","   .00 %","  3.84 %","  3.96 %",""," 30.18 %","   .00 %","  3.23 %","  4.85 %","   .00 %","",""
"2020-09-17","   .00 %","","  1.69 %","   .00 %","","   .56 %","","   .54 %","  6.20 %","   .00 %","  2.73 %","  3.86 %",""," 22.18 %","   .00 %","  2.72 %","  4.49 %","   .00 %","",""
"2020-09-18","   .00 %","","  1.22 %","   .00 %","","   .56 %","","  1.07 %","  5.23 %","   .00 %","  2.73 %","  5.32 %",""," 20.43 %","   .00 %","  2.08 %","  4.33 %","   .00 %","",""
"2020-09-19","   .00 %","","  1.59 %","   .00 %","","   .56 %","","  1.55 %","  4.76 %","   .00 %","  2.25 %","  3.56 %",""," 15.03 %","   .00 %","  2.28 %","  6.83 %","   .00 %","",""
"2020-09-20","   .00 %","","  1.56 %","   .00 %","","   .56 %","","  2.04 %","  5.27 %"," 33.33 %","  1.79 %","  4.38 %",""," 14.17 %","   .00 %","  1.86 %","  5.64 %","   .00 %","",""
"2020-09-21","   .00 %","","  1.56 %","   .00 %","","  1.62 %","","  2.04 %","  4.63 %"," 33.33 %","   .43 %","  6.73 %","","  6.90 %","   .00 %","  2.20 %","  5.64 %","   .00 %","",""
"2020-09-22","   .00 %","","  1.93 %","   .00 %","","  2.12 %","","  2.04 %","  3.75 %"," 33.33 %","   .00 %","  6.96 %","","  7.70 %","   .00 %","  3.07 %","  4.78 %","   .00 %","",""
"2020-09-23","   .00 %","","  1.53 %","   .00 %","","  2.12 %","","  1.51 %","  4.61 %"," 33.33 %","  5.00 %","  6.20 %","","  6.58 %","   .00 %","  2.89 %","  4.14 %","   .00 %","",""
"2020-09-24","  7.78 %","","  1.11 %","   .00 %","","  2.12 %","","   .49 %","  2.94 %"," 33.33 %","  5.33 %","  6.20 %","","  4.48 %","   .00 %","  3.45 %","  2.15 %","   .00 %","",""
"2020-09-25"," 10.98 %","","   .73 %","   .00 %","","  2.12 %","","   .00 %","  3.76 %"," 10.00 %","  5.66 %","  5.17 %","","  3.53 %","  6.67 %","  3.71 %","  2.54 %","   .00 %","",""
"2020-09-26"," 13.74 %","","  1.81 %","   .00 %","","   .50 %","","  2.86 %","  3.76 %"," 10.00 %","  5.66 %","  2.77 %","","   .80 %"," 11.67 %","  3.44 %","  3.47 %","   .00 %","",""
"2020-09-27"," 13.74 %","","  1.44 %","   .00 %","","   .00 %","","  2.86 %","  2.76 %"," 10.00 %","  5.66 %","  2.04 %","","   .00 %"," 11.67 %","  2.18 %","  2.94 %","   .00 %","",""
"2020-09-28"," 14.95 %","","  1.44 %","   .00 %","","   .00 %","","  4.52 %","  1.33 %"," 15.00 %","  2.27 %","  2.29 %","","   .00 %"," 11.67 %","  2.15 %","  2.94 %","   .00 %","",""
"2020-09-29","  7.17 %","","  1.07 %","   .00 %","","  2.44 %","","  4.52 %","  2.58 %"," 17.67 %","  1.94 %","  3.50 %","","  1.54 %"," 11.67 %","  1.27 %","  3.76 %","   .00 %","",""
"2020-09-30","  5.69 %","","  1.41 %","   .00 %","","  2.44 %","","  4.91 %","  1.25 %","  8.84 %","  1.61 %","  3.74 %","","  7.25 %","  9.00 %","  1.33 %","  2.26 %","   .00 %","",""
"2020-10-01","  3.45 %","","  2.67 %","   .00 %","","  2.44 %","","  3.18 %","  2.03 %","  8.84 %","  1.61 %","  2.74 %","","  7.25 %","  4.00 %","  2.05 %","  3.83 %","   .00 %","",""
"2020-10-02","  4.99 %","","  3.27 %","   .00 %","","  2.44 %","","  3.18 %","  4.30 %"," 13.29 %","  1.91 %","  2.74 %","","  7.25 %","  4.00 %","  2.40 %","  3.83 %","   .00 %","",""
"2020-10-03","  3.78 %","","  3.27 %","  6.67 %","","  5.05 %","","  1.87 %","  4.30 %","  8.29 %","  1.77 %","  1.78 %","","  7.25 %","  4.00 %","  2.80 %","  4.20 %","   .00 %","",""
"2020-10-04","  5.68 %","","  3.85 %","  6.67 %","","  2.99 %","","  1.87 %","  3.39 %","  5.62 %","  1.77 %","  2.24 %","","  6.27 %","  4.00 %","  3.18 %","  2.87 %","   .00 %","",""
"2020-10-05","  5.71 %","","  4.92 %","  6.67 %","","  4.13 %","","  1.49 %","  3.72 %","  6.26 %","  2.04 %","  2.18 %","","   .56 %","   .00 %","  2.77 %","  3.96 %","   .00 %","",""
"2020-10-06","  5.58 %","","  2.59 %","  6.67 %","","  4.84 %","","   .71 %","  4.58 %","  8.76 %","  2.04 %","  3.18 %","","   .56 %","   .00 %","  2.58 %","  1.46 %","   .00 %","",""
"2020-10-07","  4.44 %","","  1.99 %"," 11.67 %","","  4.84 %","","   .71 %","  2.61 %","  4.32 %","  1.74 %","  4.37 %","","   .56 %","   .00 %","  3.31 %","  1.46 %","   .00 %","",""
"2020-10-08","  4.44 %","","  2.25 %","  5.00 %","","  2.23 %","","  1.04 %","  3.51 %","  4.32 %","  2.44 %","  4.37 %","","   .56 %","   .00 %","  3.35 %","  1.09 %","   .00 %","",""
"2020-10-09","  3.30 %","","  2.71 %","  5.00 %","","  1.85 %","","  1.37 %","  4.31 %","  5.06 %","  2.68 %","  3.60 %","","   .00 %","   .00 %","  3.18 %","  1.44 %","   .00 %","",""
"2020-10-10","  1.56 %","","  3.28 %","  5.00 %","","  1.40 %","","  1.37 %","  4.52 %","  3.24 %","  2.41 %","  3.30 %","","   .54 %","   .00 %","  3.64 %","   .34 %","   .00 %","",""
"2020-10-11","  2.64 %","","  3.28 %","  5.00 %","","  1.36 %","","  1.68 %","  3.67 %","  2.17 %","  2.89 %","  3.37 %","","   .54 %","   .00 %","  3.05 %","  1.36 %","   .00 %","",""
"2020-10-12","  2.94 %","","  3.95 %","  4.00 %","","  2.97 %","","  1.68 %","  3.62 %","  2.17 %","  3.83 %","  2.18 %","","   .54 %","   .00 %","  2.37 %","  1.36 %","   .00 %","",""
"2020-10-13","  4.27 %","","  4.56 %","  4.00 %","","  3.27 %","","  1.31 %","  2.73 %","  2.17 %","  3.46 %","  2.78 %","","   .54 %","   .00 %","  1.64 %","  1.36 %","   .00 %","",""
"2020-10-14","  4.13 %","","  3.94 %","  4.00 %","","  3.56 %","","   .97 %","  1.83 %","  1.43 %","  3.63 %","  3.06 %","","   .54 %","   .00 %","  1.54 %","  1.02 %","   .00 %","",""
"2020-10-15","  4.74 %","","  2.57 %","  4.00 %","","  2.87 %","","   .97 %","  1.79 %","  1.43 %","  4.04 %","  3.59 %","","   .00 %","   .00 %","  1.49 %","  1.34 %","   .00 %","",""
"2020-10-16","  3.25 %","","  2.57 %","  7.33 %","","  4.81 %","","   .32 %","  1.00 %","   .00 %","  4.15 %","  2.52 %","","   .00 %","  3.33 %","  1.67 %","  1.91 %","   .00 %","",""
"2020-10-17","  3.15 %","","  2.10 %","  3.33 %","","  3.46 %","","   .32 %","  1.47 %","  2.00 %","  3.59 %","  3.24 %","","   .00 %","  3.33 %","  1.70 %","  2.79 %","   .00 %","",""
"2020-10-18","  2.11 %","","  2.01 %","  3.33 %","","  3.16 %","","   .00 %","  1.47 %","  2.00 %","  2.17 %","  3.15 %","","  3.16 %","  3.33 %","  1.94 %","  3.36 %","   .00 %","",""
"2020-10-19","  1.48 %","","  2.54 %","  3.33 %","","  3.12 %","","   .31 %","  1.68 %","  2.00 %","  2.50 %","  2.48 %","","  3.16 %","  3.33 %","  1.73 %","  3.90 %","   .00 %","",""
"2020-10-20","  1.44 %","","  2.29 %","  3.33 %","","  4.12 %","","   .31 %","  1.19 %","  2.00 %","  2.10 %","  2.56 %","","  3.16 %","  6.19 %","  1.44 %","  4.91 %","   .00 %","",""
"2020-10-21","  1.71 %","","  2.82 %","   .00 %","","  2.22 %","","   .31 %","  2.32 %","  2.00 %","  1.50 %","  2.56 %","","  4.07 %","  5.36 %","  1.42 %","  4.83 %","   .00 %","",""
"2020-10-22","  1.39 %","","  3.48 %","   .00 %","","  1.97 %","","   .31 %","  2.03 %","   .61 %","  1.48 %","  2.63 %","","  4.07 %","  5.36 %","  1.28 %","  4.41 %","   .00 %","",""
"2020-10-23","  2.97 %","","  3.03 %","   .00 %","","  2.43 %","","   .31 %","  2.45 %","  3.55 %","  1.62 %","  2.11 %","","   .91 %","  5.36 %","  1.27 %","  4.07 %","   .00 %","",""
"2020-10-24","  3.22 %","","  2.57 %","   .00 %","","  3.07 %","","   .31 %","  2.61 %","  4.57 %","  1.23 %","  1.76 %","","   .91 %","  5.36 %","  1.37 %","  4.20 %","   .00 %","",""
"2020-10-25","  3.86 %","","  3.01 %","   .00 %","","  2.29 %","","   .31 %","  2.61 %","  5.06 %","  1.23 %","  1.84 %","","   .91 %","  4.72 %","  1.46 %","  2.87 %","   .00 %","",""
"2020-10-26","  4.04 %","","  2.63 %","   .00 %","","  2.21 %","","   .91 %","  1.47 %","  5.54 %","  1.23 %","  1.99 %","","   .43 %","  2.22 %","  1.17 %","  2.24 %"," 20.00 %","",""
"2020-10-27","  3.77 %","","  2.37 %","  2.86 %","","  2.62 %","","  1.21 %","  1.64 %","  4.93 %","  1.20 %","  1.34 %","","   .86 %","  2.22 %","  1.04 %","  3.02 %"," 20.00 %","",""
"2020-10-28","  2.35 %","","  2.63 %","  2.86 %","","  2.16 %","","  1.21 %","  1.41 %","  1.99 %","   .84 %","  1.48 %","","  1.69 %","  2.22 %","  1.09 %","  4.75 %"," 22.00 %","",""
"2020-10-29","  2.76 %","","  2.28 %","  5.36 %","","  2.07 %","","   .90 %","   .79 %","   .96 %","   .50 %","  2.04 %","","  1.69 %","  2.22 %","  1.28 %","  4.44 %"," 23.82 %","",""
"2020-10-30","  1.76 %","","  1.77 %","  5.36 %","","  2.05 %","","   .90 %","  1.18 %","  1.41 %","  1.32 %","  1.54 %","","  1.69 %","  2.00 %","  1.26 %","  4.96 %"," 25.48 %","",""
"2020-10-31","  1.72 %","","  2.60 %","  5.36 %","","  1.41 %","","   .29 %","  1.37 %","  1.82 %","  1.79 %","  1.66 %","","  2.06 %","  3.82 %","  1.26 %","  5.12 %","  7.02 %","",""
"2020-11-01","  2.54 %","","  2.13 %","  2.50 %","","  1.96 %","","   .00 %","  1.70 %","  1.82 %","  1.92 %","  1.65 %","","  2.40 %","  3.82 %","  1.35 %","  4.20 %","  7.02 %","",""
"2020-11-02","  2.68 %","","  1.94 %","  2.50 %","","  2.15 %","","   .00 %","  2.22 %","  2.24 %","  1.90 %","  1.64 %","","  1.94 %","  3.82 %","  1.28 %","  2.55 %","  5.02 %","",""
"2020-11-03","  2.22 %","","  2.05 %","   .00 %","","  1.34 %","","   .29 %","  2.39 %","  3.08 %","  2.65 %","  1.07 %","","  1.94 %","  3.82 %","  1.20 %","  2.83 %","  4.63 %","",""
"2020-11-04","  2.01 %","","  2.54 %","   .00 %","","  1.15 %","","   .58 %","  2.18 %","  2.15 %","  2.41 %","  1.05 %","","  1.94 %","  1.82 %","  1.13 %","  3.37 %","  2.97 %","",""
"2020-11-05","  2.16 %","","  1.68 %","   .00 %","","  1.51 %","","   .58 %","  2.33 %","  1.26 %","  1.93 %","  1.41 %","","  1.50 %","   .00 %","  1.56 %","  2.63 %","  2.76 %","",""
"2020-11-06","  1.34 %","","  2.41 %","   .00 %","","   .90 %","","   .58 %","  1.56 %","  1.26 %","  1.61 %","  1.65 %","","   .73 %","   .00 %","  1.68 %","  2.88 %","  4.01 %","",""
"2020-11-07","  1.49 %","","  2.48 %","   .00 %","","  1.60 %","","   .58 %","  1.18 %","  1.23 %","  1.60 %","  1.88 %","","   .36 %","  5.00 %","  1.58 %","  2.98 %","  4.01 %","",""
"2020-11-08","  1.83 %","","  2.34 %","   .00 %","","  2.27 %","","   .29 %","  1.17 %","   .40 %","   .85 %","  2.10 %","","   .36 %","  5.00 %","  1.27 %","  3.57 %","  3.76 %","",""
"2020-11-09","  2.52 %","","  1.91 %","   .00 %","","  2.43 %","","   .00 %","  1.48 %","   .40 %","   .28 %","  1.83 %","","   .36 %","  5.00 %","  1.35 %","  2.50 %","  5.98 %","",""
"2020-11-10","  1.95 %","","  1.90 %","   .00 %","","  2.55 %","","   .00 %","  1.62 %","  1.97 %","   .69 %","  1.32 %","","  1.07 %","  6.33 %","  1.19 %","  2.60 %","  4.65 %","",""
"2020-11-11","  2.12 %","","  1.15 %","   .00 %","","  2.51 %","","   .56 %","  1.91 %","  4.15 %","   .69 %","  1.18 %","","  1.41 %","  6.33 %","  1.16 %","  2.28 %","  3.40 %","",""
"2020-11-12","  1.88 %","","  1.02 %","   .00 %","","  1.79 %","","   .56 %","  1.88 %","  4.08 %","  1.22 %","   .93 %","","  2.41 %","  1.33 %","  1.20 %","  2.23 %","  3.40 %","",""
"2020-11-13","  1.67 %","","  1.23 %","   .00 %","","  1.27 %","","   .56 %","  2.01 %","  5.05 %","  1.22 %","   .91 %","","  3.05 %","  1.33 %","  1.37 %","  1.37 %","  2.22 %","",""
"2020-11-14","  1.30 %","","   .89 %","  2.22 %","","  1.11 %","","   .56 %","  1.82 %","  6.89 %","  1.22 %","  1.46 %","","  3.05 %","  1.33 %","  1.18 %","  1.97 %","   .00 %","",""
"2020-11-15","  1.30 %","","   .77 %","  2.22 %","","  1.23 %","","   .56 %","  1.35 %","  5.32 %","   .81 %","  1.67 %","","  2.90 %","   .00 %","  1.16 %","  2.05 %","  1.00 %","",""
"2020-11-16","  1.14 %","","  1.09 %","  4.22 %","","  1.51 %","","   .00 %","  1.18 %","  3.14 %","   .67 %","  1.55 %","","  2.85 %","   .00 %","  1.02 %","  1.80 %","  1.95 %","",""
"2020-11-17","   .80 %","","   .97 %","  4.22 %","","  1.50 %","","   .27 %","  1.16 %","  3.10 %","   .52 %","  2.07 %","","  2.14 %","   .00 %","  1.09 %","  1.77 %","  1.95 %","",""
"2020-11-18","   .94 %","","  1.06 %","  4.22 %","","  1.35 %","","   .27 %","  1.14 %","  3.24 %","   .77 %","  2.03 %","","  1.51 %","   .00 %","   .96 %","  2.19 %","  1.95 %","",""
"2020-11-19","   .77 %","","  1.26 %","  2.00 %","","  1.49 %","","   .27 %","   .85 %","  1.92 %","  1.40 %","  2.17 %","","  1.51 %","   .00 %","   .91 %","  2.02 %","  1.95 %","",""
"2020-11-20","  1.22 %","","  1.46 %","  2.00 %","","  1.30 %","","   .27 %","  1.40 %","  2.18 %","  1.76 %","  1.94 %","","   .87 %","   .00 %","   .78 %","  2.29 %","   .95 %","",""
"2020-11-21","  2.11 %","","  1.03 %","   .00 %","","   .71 %","","   .27 %","  1.25 %","  2.43 %","  2.24 %","  2.03 %","","  1.42 %","   .00 %","   .85 %","  2.39 %","   .00 %","",""
"2020-11-22","  3.50 %","","   .92 %","   .00 %","","   .57 %","","   .00 %","  1.50 %","  2.40 %","  2.30 %","  1.88 %","","  1.94 %","   .00 %","  1.23 %","  2.76 %","   .00 %","",""
"2020-11-23","  3.17 %","","   .90 %","   .00 %","","   .71 %","","   .27 %","  1.35 %","  2.03 %","  2.27 %","  1.66 %","","  2.20 %","   .00 %","  1.19 %","  2.37 %","   .91 %","",""
"2020-11-24","  3.92 %","","   .90 %","   .00 %","","   .70 %","","   .27 %","  1.61 %","  1.98 %","  1.65 %","   .95 %","","  2.71 %","   .00 %","  1.22 %","  2.22 %","   .91 %","",""
"2020-11-25","  3.72 %","","   .89 %","   .00 %","","   .55 %","","   .27 %","  1.57 %","  2.42 %","  1.40 %","  1.22 %","","  2.93 %","   .00 %","  1.17 %","  1.86 %","   .91 %","",""
"2020-11-26","  3.33 %","","  1.17 %","  1.82 %","","   .96 %","","   .27 %","  1.56 %","  2.39 %","  1.36 %","  1.12 %","","  2.33 %","   .00 %","   .97 %","  2.32 %","   .91 %","",""
"2020-11-27","  2.14 %","","  1.26 %","  1.82 %","","   .96 %","","   .27 %","  1.02 %","  3.03 %","   .89 %","  1.01 %","","  1.52 %","  2.50 %","   .45 %","  2.06 %","   .91 %","",""
"2020-11-28","  2.71 %","","  1.33 %","  1.82 %","","   .82 %","","   .00 %","   .89 %","  2.50 %","   .66 %","  1.27 %","","  1.26 %","  2.50 %","   .53 %","  2.11 %","   .00 %","",""
"2020-11-29","  2.26 %","","  1.50 %","  1.82 %","","   .68 %","","   .00 %","   .63 %","  3.08 %","   .88 %","  1.43 %","","   .74 %","  2.50 %","   .45 %","  2.34 %","   .87 %","",""
"2020-11-30","  2.23 %","","  1.49 %","  1.82 %","","   .41 %","","   .00 %","   .12 %","  2.98 %","   .98 %","  1.24 %","","   .24 %","  2.50 %","   .52 %","  2.47 %","   .87 %","",""
"2020-12-01","  1.85 %","","  1.38 %","   .00 %","","   .26 %","","   .00 %","   .49 %","  3.14 %","   .96 %","  1.32 %","","   .00 %","  2.50 %","   .59 %","  2.24 %","  1.70 %","",""
"2020-12-26","  1.71 %","","  1.45 %","   .00 %","","   .26 %","","   .00 %","   .73 %","  2.63 %","  1.06 %","  1.29 %","","   .00 %","  1.11 %","   .70 %","  1.79 %","  1.70 %","",""
"2020-12-27","  1.22 %","","  1.25 %","   .00 %","","   .66 %","","   .00 %","   .73 %","  2.80 %","  1.57 %","  1.27 %","","   .00 %","  2.16 %","   .66 %","  1.43 %","  2.50 %","",""
"2020-12-28","   .77 %","","   .97 %","   .00 %","","   .91 %","","   .27 %","   .73 %","  1.74 %","  1.46 %","  1.17 %","","   .48 %","  2.16 %","   .76 %","   .91 %","  1.63 %","",""
"2020-12-29","   .54 %","","   .79 %","   .00 %","","  1.17 %","","   .27 %","   .85 %","  1.51 %","  1.34 %","  1.49 %","","  1.19 %","  2.16 %","   .69 %","   .97 %","  1.63 %","",""
"2020-12-30","   .86 %","","   .70 %","  1.67 %","","  1.03 %","","   .27 %","   .60 %","  1.84 %","  1.32 %","  1.48 %","","  1.64 %","  5.16 %","   .65 %","   .72 %","   .80 %","",""
"2020-12-31","   .75 %","","   .60 %","  4.74 %","","  1.28 %","","   .27 %","   .47 %","  1.46 %","  1.21 %","  1.45 %","","  2.98 %","  7.53 %","   .50 %","  1.11 %","  1.57 %","",""
"2021-01-01","   .64 %","","   .93 %","  6.08 %","","  1.13 %","","   .27 %","   .71 %","  1.61 %","   .98 %","  1.28 %","","  2.98 %","  6.48 %","   .46 %","  1.03 %","   .77 %","",""
"2021-01-02","   .84 %","","  1.01 %","  6.08 %","","   .87 %","","   .26 %","   .82 %","  1.61 %","   .98 %","  1.27 %","","  2.91 %","  8.70 %","   .35 %","  1.33 %","  1.51 %","",""
"2021-01-03","   .95 %","","  1.34 %","  7.33 %","","   .98 %","","   .26 %","   .70 %","  1.75 %","  1.35 %","   .93 %","","  2.20 %","  8.70 %","   .35 %","  1.07 %","  1.51 %","",""
"2021-01-04","   .72 %","","  1.49 %","  5.66 %","","  1.10 %","","   .78 %","   .69 %","  1.03 %","  1.05 %","   .92 %","","  1.95 %","  5.70 %","   .32 %","  1.14 %","  1.51 %","",""
"2021-01-05","   .62 %","","  1.64 %","  3.76 %","","   .96 %","","   .78 %","   .92 %","  1.36 %","  1.04 %","   .61 %","","   .62 %","  4.22 %","   .45 %","   .83 %","  2.88 %","",""
"2021-01-06","   .72 %","","  1.20 %","  3.54 %","","   .95 %","","   .78 %","   .79 %","   .84 %","  1.12 %","   .68 %","","  1.43 %","  4.83 %","   .49 %","   .90 %","  3.53 %","",""
"2021-01-07","   .71 %","","  1.27 %","  3.54 %","","  1.42 %","","   .52 %","  1.01 %","   .84 %","  1.12 %","   .68 %","","  1.01 %","  3.19 %","   .66 %","   .74 %","  2.79 %","",""
"2021-01-08","   .61 %","","  1.17 %","  3.34 %","","  1.05 %","","   .52 %","  1.12 %","   .82 %","   .91 %","   .67 %","","  1.98 %","  3.19 %","   .62 %","   .73 %","  2.79 %","",""
"2021-01-09","   .80 %","","  1.23 %","  3.34 %","","   .93 %","","   .00 %","  1.00 %","  1.14 %","  1.26 %","   .52 %","","  2.33 %","  3.19 %","   .62 %","   .58 %","  2.79 %","",""
"2021-01-10","  1.19 %","","   .99 %","  3.16 %","","  1.03 %","","   .25 %","   .77 %","  1.27 %","  1.43 %","   .74 %","","  2.51 %","  1.19 %","   .48 %","   .65 %","   .65 %","",""
"2021-01-11","  1.08 %","","  1.13 %","  2.05 %","","  1.02 %","","   .25 %","   .76 %","  1.27 %","  1.49 %","   .51 %","","  2.24 %","  1.16 %","   .41 %","   .72 %","   .00 %","",""
"2021-01-12","  1.26 %","","   .97 %","  2.05 %","","   .56 %","","   .50 %","   .86 %","  1.43 %","  1.90 %","   .51 %","","  2.42 %","   .57 %","   .24 %","   .72 %","   .62 %","",""
"2021-01-13","  1.44 %","","  1.11 %","  1.95 %","","   .89 %","","   .50 %","   .75 %","  1.09 %","  2.04 %","   .44 %","","  1.45 %","  1.13 %","   .27 %","   .64 %","  1.84 %","",""
"2021-01-14","  1.42 %","","   .88 %","  2.86 %","","   .88 %","","   .50 %","   .95 %","   .92 %","  1.68 %","   .58 %","","  1.06 %","  1.67 %","   .30 %","   .64 %","  1.84 %","",""
"2021-01-15","  1.21 %","","  1.02 %","  1.86 %","","   .77 %","","   .50 %","  1.05 %","   .60 %","  1.74 %","   .50 %","","   .88 %","  1.67 %","   .43 %","   .63 %","  1.84 %","",""
"2021-01-16","  1.38 %","","   .93 %","  1.86 %","","  1.08 %","","   .50 %","   .94 %","   .90 %","  1.78 %","   .50 %","","   .52 %","  2.15 %","   .50 %","   .56 %","  2.41 %","",""
"2021-01-17","  1.18 %","","   .86 %","  3.60 %","","  1.18 %","","   .25 %","   .82 %","   .89 %","  1.43 %","   .36 %","","   .34 %","  4.65 %","   .50 %","   .55 %","  2.34 %","",""
"2021-01-18","  1.35 %","","   .50 %","  2.65 %","","   .85 %","","   .25 %","  1.02 %","   .89 %","  1.25 %","   .43 %","","   .51 %","  4.98 %","   .43 %","   .41 %","  1.67 %","",""
"2021-01-19","   .98 %","","   .49 %","  1.74 %","","  1.16 %","","   .49 %","  1.11 %","   .74 %","  1.40 %","   .42 %","","   .34 %","  4.44 %","   .46 %","   .75 %","  2.72 %","",""
"2021-01-20","  1.06 %","","   .42 %","  1.74 %","","  1.26 %","","   .24 %","   .90 %","   .73 %","  1.30 %","   .49 %","","   .34 %","  4.44 %","   .42 %","   .61 %","  2.72 %","",""
"2021-01-21","   .96 %","","   .42 %","  1.74 %","","  1.02 %","","   .48 %","  1.09 %","   .58 %","  1.05 %","   .56 %","","   .17 %","  3.39 %","   .36 %","   .81 %","  2.15 %","",""
"2021-01-22","   .86 %","","   .42 %","   .00 %","","   .92 %","","   .48 %","   .79 %","   .57 %","  1.26 %","   .69 %","","   .34 %","   .89 %","   .52 %","   .81 %","  1.59 %","",""
"2021-01-23","   .60 %","","   .55 %","   .80 %","","  1.02 %","","   .48 %","   .59 %","   .43 %","  1.10 %","   .62 %","","  1.67 %","   .85 %","   .55 %","   .87 %","  2.05 %","",""
"2021-01-24","   .76 %","","   .55 %","  1.57 %","","   .70 %","","   .24 %","   .19 %","   .57 %","   .95 %","   .55 %","","  1.67 %","  1.67 %","   .58 %","   .79 %","  1.48 %","",""
"2021-01-25","   .75 %","","   .75 %","  1.57 %","","   .60 %","","   .48 %","   .19 %","   .43 %","   .73 %","   .54 %","","  1.67 %","  2.45 %","   .48 %","   .79 %","  1.94 %","",""
