"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-08-05","  7.69 %","  6.67 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.19 %","","   .00 %",""
"2020-08-06","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  9.52 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","  4.35 %","  2.14 %","","   .00 %",""
"2020-08-07","  7.14 %","  6.25 %","  5.71 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.10 %","","   .00 %",""
"2020-08-08","  6.67 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.70 %","  7.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.37 %","","   .00 %",""
"2020-08-09","  3.12 %","  5.88 %","  3.95 %","  2.94 %","   .00 %","   .00 %","  4.35 %","   .00 %","","  3.45 %","  4.00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.03 %","","   .00 %",""
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  3.33 %","  3.85 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","","   .00 %",""
"2020-08-11","  6.06 %","   .00 %","  1.27 %","  2.86 %","   .00 %"," 12.50 %","  8.33 %","   .00 %","   .00 %","   .00 %","  3.70 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","","   .00 %",""
"2020-08-12","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.92 %","","   .00 %",""
"2020-08-13","   .00 %","   .00 %","  1.22 %","  5.56 %","   .00 %"," 10.00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  3.33 %","  3.12 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.89 %","","   .00 %",""
"2020-08-14","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","","   .00 %",""
"2020-08-15","   .00 %","   .00 %","  1.20 %","   .00 %","   .00 %","  9.09 %","  7.41 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.19 %","","   .00 %",""
"2020-08-16","  2.70 %"," 11.11 %","  1.19 %","  5.26 %","   .00 %","  8.33 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","  1.18 %","","   .00 %",""
"2020-08-17","  2.63 %"," 10.00 %","   .00 %","  2.50 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .58 %","","   .00 %",""
"2020-08-18"," 10.26 %","   .00 %","   .00 %","  7.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.73 %","","   .00 %",""
"2020-08-19","   .00 %","   .00 %","  1.18 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","  2.84 %","","   .00 %",""
"2020-08-20","   .00 %","   .00 %","  1.16 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.66 %","","   .00 %",""
"2020-08-21","  2.33 %","   .00 %","  3.45 %","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","  2.17 %","","   .00 %",""
"2020-08-22","  2.27 %","  4.55 %","   .00 %","  4.00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  2.50 %","  2.38 %"," 50.00 %","   .00 %","","   .00 %"," ##.## %","   .00 %","  2.66 %","","   .00 %",""
"2020-08-23","   .00 %","   .00 %","  3.33 %","  1.92 %","   .00 %"," 14.29 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","","   .00 %",""
"2020-08-24","   .00 %","  4.35 %","  2.15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.03 %","","   .00 %",""
"2020-08-25","  2.22 %","   .00 %","   .00 %","  1.89 %","   .00 %"," 12.50 %","  6.25 %"," ##.## %","   .00 %","   .00 %","  4.76 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.53 %","","   .00 %",""
"2020-08-26","  2.17 %","   .00 %","  1.05 %","  1.85 %","   .00 %","  5.56 %","  8.82 %","   .00 %","   .00 %","   .00 %","  2.27 %","  2.17 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  3.70 %","  4.02 %","","   .00 %",""
"2020-08-27","  2.13 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","  2.70 %"," 50.00 %","   .00 %","  6.45 %","   .00 %","  2.13 %","   .00 %"," 25.00 %","","   .00 %","   .00 %","   .00 %","  2.42 %","","   .00 %",""
"2020-08-28","  2.08 %","  4.17 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .94 %","","   .00 %",""
"2020-08-29","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  5.26 %","  2.63 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","","   .00 %",""
"2020-08-30","   .00 %","   .00 %","  1.04 %","  3.45 %","   .00 %","  5.00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","","   .00 %",""
"2020-08-31","  2.04 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","  4.35 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .92 %","","   .00 %",""
"2020-09-01","   .00 %","  4.00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  6.82 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.20 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .91 %","","   .00 %",""
"2020-09-02","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  6.38 %"," 33.33 %","   .00 %","  5.71 %","  2.08 %","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .90 %",""," ##.## %",""
"2020-09-03","  1.96 %","   .00 %","  1.03 %","  3.23 %","   .00 %","   .00 %","  4.00 %"," 25.00 %","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.34 %","","   .00 %",""
"2020-09-04","   .00 %","   .00 %","  2.04 %","   .00 %"," 25.00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  6.00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","","   .00 %",""
"2020-09-05","   .00 %","   .00 %","  1.00 %","   .00 %","   .00 %","  4.17 %","  9.26 %"," 60.00 %","   .00 %","   .00 %","  1.89 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %",""," 50.00 %",""
"2020-09-06","   .00 %","   .00 %","   .00 %","  1.56 %","   .00 %","   .00 %","  6.78 %"," 12.50 %","   .00 %","  2.70 %","   .00 %","  1.79 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","  1.72 %","","   .00 %",""
"2020-09-07","   .00 %","   .00 %","  1.98 %","  1.54 %"," 20.00 %","   .00 %","  6.35 %"," 11.11 %","   .00 %","  2.63 %","   .00 %","  3.51 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","  3.57 %","  1.27 %","","   .00 %",""
"2020-09-08","   .00 %","   .00 %","   .97 %","   .00 %"," 33.33 %","   .00 %","  1.49 %","   .00 %","   .00 %","  2.56 %","  1.85 %","  1.69 %"," 20.00 %"," 42.86 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .84 %","","   .00 %",""
"2020-09-09","  1.92 %","  3.85 %","  1.92 %","   .00 %","   .00 %","   .00 %","  7.35 %"," 10.00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","","   .00 %",""
"2020-09-10","   .00 %","   .00 %","   .94 %","  3.03 %"," 12.50 %","   .00 %","  2.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 50.00 %"," 40.00 %","   .00 %","   .82 %","","   .00 %",""
"2020-09-11","   .00 %","   .00 %","   .93 %","  1.47 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","","   .00 %",""
"2020-09-12","   .00 %","  3.70 %","   .93 %","  1.45 %","   .00 %","   .00 %","  4.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .41 %","","   .00 %",""
"2020-09-13","  1.89 %","   .00 %","   .92 %","  1.43 %","   .00 %","   .00 %","  3.53 %","  9.09 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %","","   .00 %",""
"2020-09-14","   .00 %","  3.57 %","   .00 %","  2.82 %"," 44.44 %","  4.00 %","  4.55 %","   .00 %"," 50.00 %","   .00 %","  1.79 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .40 %","","   .00 %",""
"2020-09-15","   .00 %","   .00 %","   .91 %","   .00 %"," 15.38 %","   .00 %","  7.61 %","  8.33 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  1.20 %",""," 66.67 %",""
"2020-09-16","   .00 %","  3.45 %","   .00 %","  1.37 %","   .00 %","   .00 %","  7.07 %","   .00 %","   .00 %","  2.50 %","  3.45 %","   .00 %","   .00 %","  5.56 %"," 33.33 %","   .00 %"," 12.50 %","  3.45 %","   .39 %",""," 20.00 %",""
"2020-09-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.38 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 11.11 %","   .00 %","  1.57 %",""," 16.67 %",""
"2020-09-18","   .00 %","  3.33 %","   .00 %","  1.35 %"," 13.33 %","   .00 %","  2.56 %","  7.69 %","   .00 %","  2.38 %","   .00 %","  1.61 %"," 16.67 %","  5.26 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .39 %",""," 14.29 %",""
"2020-09-19","  1.85 %","  3.23 %","   .90 %","  1.33 %","   .00 %","   .00 %","  9.17 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %"," 14.29 %","  5.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .77 %","","   .00 %",""
"2020-09-20","  1.82 %","  6.25 %","   .89 %","   .00 %","  5.88 %","   .00 %","  2.29 %","  7.14 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %",""," 12.50 %",""
"2020-09-21","  5.36 %","   .00 %","   .00 %","  2.63 %"," 11.11 %","   .00 %","  2.99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %"," 18.18 %","   .00 %"," 25.00 %"," 20.00 %","   .00 %","  1.52 %","","   .00 %",""
"2020-09-22","  5.08 %","   .00 %","  1.77 %","   .00 %"," 10.00 %","   .00 %","  3.62 %","   .00 %","   .00 %","   .00 %","  3.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.50 %","","   .00 %",""
"2020-09-23","   .00 %","   .00 %","   .00 %","  2.56 %","  9.09 %","   .00 %","  2.10 %"," 13.33 %"," 20.00 %","   .00 %","  1.59 %","  1.59 %","   .00 %","  7.69 %"," 33.33 %","   .00 %"," 33.33 %","   .00 %","   .00 %","","   .00 %",""
"2020-09-24","   .00 %","   .00 %","  2.61 %","   .00 %","   .00 %","   .00 %","  5.48 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  1.85 %","","   .00 %",""
"2020-09-25","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %","  3.85 %","  3.25 %","  5.26 %","   .00 %","   .00 %","  1.56 %","  4.69 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  5.56 %","  3.33 %","  1.45 %","   .00 %","   .00 %",""
"2020-09-26","   .00 %","  5.88 %","   .00 %","  1.25 %","  4.00 %","  3.70 %","  3.14 %","  5.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %",""," 22.22 %",""
"2020-09-27","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","  1.83 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %","","   .00 %",""
"2020-09-28","   .00 %","  2.78 %","   .00 %","   .00 %","  3.85 %","   .00 %","  4.19 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  5.26 %","  3.23 %","   .00 %","","  9.09 %",""
"2020-09-29","  1.61 %","   .00 %","  1.68 %","  1.23 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","  3.33 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .70 %",""," 25.00 %",""
"2020-09-30","  3.17 %","   .00 %","   .00 %","   .00 %","  3.70 %","  3.57 %","  2.22 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  3.23 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.04 %","","   .00 %",""
"2020-10-01","  1.54 %","   .00 %","   .00 %","  2.44 %"," 10.71 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.47 %","  6.67 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","","   .00 %",""
"2020-10-02","   .00 %","   .00 %","   .00 %","  1.19 %","  3.23 %","   .00 %","  2.08 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","  1.03 %",""," 13.33 %",""
"2020-10-03","   .00 %","  2.70 %","   .00 %","  1.18 %","  3.12 %","   .00 %","  2.04 %","  4.17 %"," 28.57 %","   .00 %","  1.49 %","  1.45 %","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %","","   .00 %",""
"2020-10-04","  1.52 %","  2.63 %","   .00 %","  1.16 %","   .00 %","   .00 %","  1.50 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .67 %","","  5.88 %",""
"2020-10-05","   .00 %","  2.56 %","   .83 %","  1.15 %","  3.03 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  6.25 %","  2.78 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .67 %","","   .00 %",""
"2020-10-06","  2.99 %","   .00 %","   .00 %","   .00 %","  5.88 %","  3.45 %","  1.48 %","  7.69 %"," 10.00 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","","   .00 %",""
"2020-10-07","   .00 %","   .00 %","   .82 %","   .00 %","  2.78 %","   .00 %","  1.46 %","   .00 %","   .00 %","   .00 %","  1.45 %","  2.86 %","   .00 %","  5.41 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .98 %","","   .00 %",""
"2020-10-08","   .00 %","  2.50 %","   .00 %","  1.14 %","  2.70 %","   .00 %","  1.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","","  5.56 %",""
"2020-10-09","   .00 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %","  3.30 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","  5.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","","   .00 %",""
"2020-10-10","   .00 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .96 %","","   .00 %",""
"2020-10-11","   .00 %","   .00 %","  1.60 %","   .00 %","  2.63 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","  5.00 %","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","","  5.26 %",""
"2020-10-12","  1.45 %","  2.44 %","   .00 %","   .00 %","  2.56 %","   .00 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.37 %","  4.76 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .95 %","","   .00 %",""
"2020-10-13","   .00 %","   .00 %","  1.57 %","  1.12 %","   .00 %","   .00 %","   .89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","","   .00 %",""
"2020-10-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","  3.12 %","  1.57 %",""," 10.00 %",""
"2020-10-15","   .00 %","   .00 %","   .78 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .62 %","","   .00 %",""
"2020-10-16","   .00 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .31 %","","   .00 %",""
"2020-10-17","   .00 %","   .00 %","   .76 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %"," 27.27 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-10-18","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .42 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.22 %","","",""
"2020-10-19","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","  1.32 %","   .00 %","   .00 %","  9.09 %","   .00 %","  4.17 %","  3.03 %","   .30 %","","  4.55 %",""
"2020-10-20","   .00 %","   .00 %","   .76 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","  2.22 %","   .00 %","  1.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .60 %","","  4.35 %",""
"2020-10-21","   .00 %","   .00 %","   .75 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","","   .00 %",""
"2020-10-22","   .00 %","  2.38 %","   .00 %","  1.11 %","  2.38 %","  3.33 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .89 %","","   .00 %",""
"2020-10-23","  2.82 %","  4.65 %","   .75 %","   .00 %","   .00 %","  3.23 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","","  4.17 %",""
"2020-10-24","  1.37 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","","   .00 %",""
"2020-10-25","   .00 %","   .00 %","  2.22 %","  1.10 %","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.27 %","   .00 %","  2.22 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2020-10-26","   .00 %","   .00 %","  1.45 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .58 %","","  4.00 %",""
"2020-10-27","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","  1.41 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .29 %","","  3.85 %",""
"2020-10-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .29 %","","   .00 %",""
"2020-10-29","   .00 %","   .00 %","   .71 %","  2.17 %","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.15 %","","  7.41 %",""
"2020-10-30","   .00 %","   .00 %","   .71 %","   .00 %","  2.22 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","","   .00 %",""
"2020-10-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .78 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.14 %","","   .00 %",""
"2020-11-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","","   .00 %",""
"2020-11-02","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","  7.14 %","  2.17 %","   .00 %","  1.22 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .56 %","","   .00 %",""
"2020-11-03","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","  3.03 %","   .39 %","   .00 %","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","  2.13 %","  7.14 %","   .00 %","   .00 %","   .00 %","  1.67 %","","   .00 %",""
"2020-11-04","   .00 %","   .00 %","   .70 %","   .00 %","  2.13 %","   .00 %","  1.54 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .27 %","","   .00 %",""
"2020-11-05","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .82 %","","   .00 %",""
"2020-11-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .81 %","","   .00 %",""
"2020-11-07","   .00 %","   .00 %","  1.39 %","  1.06 %","   .00 %","   .00 %","   .38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","","   .00 %",""
"2020-11-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.13 %","   .00 %","   .00 %","   .00 %","  1.37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","","   .00 %",""
"2020-11-09","   .00 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.60 %","","   .00 %",""
"2020-11-10","   .00 %","  4.35 %","   .68 %","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %","","   .00 %",""
"2020-11-11","   .00 %","   .00 %","  1.35 %","   .00 %","  2.08 %","   .00 %","   .74 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","","  3.45 %",""
