"date","Nagaland/Dimapur","Nagaland/Kiphire","Nagaland/Kohima","Nagaland/Longleng","Nagaland/Mokokchung","Nagaland/Mon","Nagaland/Nagaland","Nagaland/Others","Nagaland/Peren","Nagaland/Phek","Nagaland/Tuensang","Nagaland/Wokha","Nagaland/Zunheboto"
"2021-05-18","  6.08 %","   .00 %","  8.11 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-19","  3.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"
"2021-05-20","  6.17 %","","  2.50 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-21","  6.98 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %"
"2021-05-22","  5.43 %","   .00 %","  4.88 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"
"2021-05-23","  6.19 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-05-24"," -1.94 %","   .00 %","  2.33 %","   .00 %"," 11.11 %","   .00 %","","","   .00 %"," 33.33 %","   .00 %","   .00 %"," 16.67 %"
"2021-05-25"," 10.89 %","   .00 %","  6.82 %","   .00 %"," 30.00 %"," 33.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-26","  3.57 %","   .00 %","  4.26 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 50.00 %","","   .00 %","   .00 %"
"2021-05-27","  2.59 %","   .00 %","  4.08 %","   .00 %","   .00 %"," 25.00 %","","","   .00 %","   .00 %"," 50.00 %"," 50.00 %","   .00 %"
"2021-05-28","  1.68 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-05-29","  1.65 %","   .00 %","  1.96 %","   .00 %","  7.14 %","   .00 %","","","   .00 %"," 16.67 %","","   .00 %","   .00 %"
"2021-05-30","  3.25 %"," ##.## %","  1.92 %","   .00 %","  6.67 %"," 20.00 %","","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"
"2021-05-31","  -.39 %","   .00 %","  5.66 %","-##.## %","   .00 %","-16.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-01","  1.98 %"," 50.00 %","  3.57 %","   .00 %","   .00 %","   .00 %","","",""," 12.50 %","   .00 %","   .00 %","   .00 %"
"2021-06-02","  5.43 %"," 33.33 %","  6.90 %","   .00 %","  6.25 %"," 20.00 %","","","   .00 %"," 11.11 %"," 33.33 %","   .00 %"," 28.57 %"
"2021-06-03","  1.47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"
"2021-06-04","  1.09 %","","  8.06 %","   .00 %"," 11.76 %"," 16.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %"
"2021-06-05","   .72 %","   .00 %","  1.49 %","   .00 %"," 10.53 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"
"2021-06-06","  1.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"
"2021-06-07","   .35 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %"
"2021-06-08","   .00 %","   .00 %","  2.90 %","   .00 %","   .00 %","   .00 %","","","","  8.33 %","   .00 %","   .00 %","   .00 %"
"2021-06-09","   .00 %","   .00 %","  1.41 %","   .00 %","  4.76 %"," 14.29 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-10","   .70 %","   .00 %","  1.39 %","","  4.55 %","   .00 %","","",""," 15.38 %","   .00 %","   .00 %","   .00 %"
"2021-06-11","   .35 %","   .00 %","  2.74 %","   .00 %","  4.35 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-12","  1.04 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-13","   .34 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %"
"2021-06-14","   .00 %"," 25.00 %","  1.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"
"2021-06-15","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"
"2021-06-16","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-17","   .00 %"," 20.00 %","  3.95 %","   .00 %","  3.70 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"
"2021-06-19","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-20","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"
"2021-06-21","  1.01 %","   .00 %","  1.27 %","   .00 %","   .00 %"," 12.50 %","","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"
"2021-06-22","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2021-06-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-24","   .00 %","   .00 %","  1.25 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %"
"2021-06-25","   .00 %","   .00 %","  2.47 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2021-06-26","  1.33 %","","   .00 %","   .00 %","  3.57 %","   .00 %","","","   .00 %","  6.25 %","   .00 %","","   .00 %"
"2021-06-27","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-06-28","   .66 %","   .00 %","  1.20 %","","  6.90 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-06-29","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-06-30","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2021-07-01","   .00 %","   .00 %","   .00 %","","  3.23 %"," 11.11 %","","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %"
"2021-07-02","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-03","   .32 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","",""
"2021-07-05","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-06","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"
"2021-07-07","   .32 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %"
"2021-07-08","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-09","   .00 %","   .00 %","  1.19 %","   .00 %","  3.12 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2021-07-12","   .00 %","","  1.18 %","   .00 %","   .00 %"," 10.00 %","",""," ##.## %","   .00 %","   .00 %","   .00 %","  7.69 %"
"2021-07-13","   .64 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-14","   .00 %","","  1.15 %","   .00 %","  3.03 %","   .00 %","","","   .00 %","   .00 %","","   .00 %",""
"2021-07-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-16","   .63 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2021-07-17","   .63 %","   .00 %","  2.27 %","   .00 %","  2.86 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-07-18","   .31 %","   .00 %","  2.22 %","   .00 %","  2.78 %","","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-07-19","   .31 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %",""
"2021-07-20","   .62 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-21","   .31 %","   .00 %","  1.08 %","   .00 %","  2.70 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2021-07-22","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-23","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-24","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-25","   .92 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","","","   .00 %","","","",""
"2021-07-26","   .61 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","","","   .00 %","   .00 %","   .00 %","",""
"2021-07-27","   .60 %"," 14.29 %","   .00 %","   .00 %","  2.50 %","   .00 %","","","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %"
"2021-07-28","   .60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-07-29","   .30 %","","   .00 %","   .00 %","  7.32 %","   .00 %","","","","   .00 %","   .00 %","   .00 %",""
"2021-07-30","   .30 %","","  2.13 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 12.50 %"," 11.11 %","   .00 %"
"2021-07-31","   .89 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","","","   .00 %","   .00 %","   .00 %"," 10.00 %",""
"2021-08-01","   .59 %","   .00 %","  1.04 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 11.11 %","   .00 %",""
"2021-08-02","   .58 %","   .00 %","  2.06 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"
