"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-05-21","  6.82 %","   .00 %","  1.21 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .87 %","   .13 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  1.33 %","  1.58 %","   .00 %","  4.28 %","   .00 %","  2.50 %","   .00 %","  1.84 %","   .53 %","  2.22 %","   .23 %","   .00 %","   .00 %","   .00 %","   .32 %","  1.54 %","  1.63 %","   .00 %","   .00 %","  1.67 %","   .20 %","  1.90 %","","   .00 %","  1.95 %","  2.76 %","   .00 %"," 20.00 %","   .00 %","  3.16 %","   .96 %","   .00 %","   .87 %","   .00 %","   .39 %","   .00 %","   .00 %","  1.64 %","   .02 %","   .00 %","   .92 %"," 17.27 %","  2.95 %","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-22","  5.00 %","   .00 %","  1.21 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .87 %","   .13 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %","  1.20 %","   .00 %","  4.28 %","   .00 %","  2.50 %","   .00 %","  1.84 %","   .53 %","  2.22 %","   .09 %","   .00 %","   .00 %","   .00 %","   .32 %","  1.54 %","   .80 %","   .00 %","   .00 %","  1.67 %","   .20 %","  1.90 %","","   .00 %","  1.95 %","  2.76 %","   .00 %"," 20.00 %","   .00 %","  3.16 %","   .48 %","   .00 %","   .87 %","   .00 %","   .39 %","   .00 %","   .00 %","  1.35 %","   .67 %","   .00 %","   .92 %"," 23.61 %","  2.95 %","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-23","  5.00 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .00 %","   .13 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %","  3.37 %","   .00 %","  2.50 %","   .00 %","  1.21 %","   .53 %","   .00 %","   .09 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .80 %","   .00 %","   .00 %","  1.67 %","   .20 %","  1.90 %","","   .00 %","  1.95 %","  2.76 %","   .00 %"," 20.00 %","   .00 %","  2.05 %","   .48 %","   .00 %","   .87 %","   .00 %","   .39 %","   .00 %","   .00 %","   .94 %","   .67 %","   .00 %","   .92 %","  6.34 %","  2.95 %","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-24","  9.00 %","   .00 %","  1.57 %","  1.82 %","   .00 %","   .00 %","  1.00 %","   .83 %","  2.44 %","  1.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %","  3.24 %","   .00 %","  2.22 %","   .00 %","   .57 %","  1.04 %","  2.00 %","   .19 %","  3.33 %","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .24 %","  1.84 %","","   .00 %","   .95 %","  7.58 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","   .48 %","   .00 %","  1.70 %","   .00 %","   .39 %","   .00 %","   .00 %","   .93 %","  1.96 %","   .00 %","  1.79 %","  1.53 %","  2.77 %","   .00 %"," 10.00 %","  1.73 %","  4.00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-05-25","  9.00 %","   .00 %","  1.14 %","  1.82 %","   .00 %","   .00 %","  1.00 %","   .83 %","  2.31 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","   .74 %","   .00 %","  2.22 %","   .00 %","  1.13 %","  1.04 %","  2.00 %","   .28 %","  3.33 %","   .00 %","   .00 %","  1.84 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .08 %","  1.16 %","","  1.25 %","   .95 %","  6.25 %","   .00 %"," 10.00 %","   .00 %","   .95 %","   .94 %","   .00 %","  1.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .66 %","  1.96 %","   .00 %","  1.79 %"," -1.40 %","  4.11 %","   .00 %"," 10.00 %","   .56 %","  4.00 %","   .00 %","   .00 %","  7.00 %","   .00 %"
"2020-05-26","  4.00 %","   .00 %","  1.14 %","  1.82 %","   .00 %","   .00 %","   .95 %","   .83 %","  2.42 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .44 %","   .00 %","   .74 %","   .00 %","  2.22 %","   .00 %","  1.13 %","   .51 %","  2.00 %","   .28 %","  3.33 %","   .00 %","   .00 %","  2.12 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .16 %","  1.72 %","","  1.25 %","   .00 %","  8.15 %","   .00 %"," 10.00 %","   .00 %","   .95 %","   .47 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","  1.29 %","   .00 %","  1.33 %"," -1.40 %","  1.25 %","   .00 %"," 10.00 %","   .56 %","  4.00 %","   .00 %","   .00 %","  8.82 %","   .00 %"
"2020-05-27","  8.44 %","   .00 %","  1.14 %","  1.82 %","   .00 %","   .00 %","   .95 %","  1.63 %","  2.77 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .70 %","   .00 %","   .74 %","   .00 %","  2.22 %","   .00 %","  1.13 %","   .51 %","  2.00 %","   .28 %","  3.33 %","   .00 %","   .87 %","  2.12 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .24 %","  1.72 %","","  1.25 %","  1.82 %","  8.15 %","  3.33 %"," 10.00 %","   .00 %","   .95 %","   .47 %","   .00 %","   .83 %","   .26 %","   .38 %","   .00 %","   .00 %","   .26 %","  1.90 %","   .00 %","  1.33 %"," -7.74 %","  1.25 %","   .00 %"," 10.00 %","  1.10 %","  4.00 %","   .00 %","   .00 %","  8.82 %","   .00 %"
"2020-05-28","  8.44 %","   .00 %","  1.50 %","  3.48 %","   .00 %","   .00 %","  1.86 %","  1.63 %","  2.99 %","  1.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .70 %","   .00 %","  2.17 %","   .00 %","  2.22 %","   .00 %","  1.13 %","  1.01 %","  3.82 %","   .41 %","  3.33 %","   .00 %","  1.70 %","  2.12 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .20 %","  3.34 %","","  1.25 %","  1.82 %","  8.15 %","  3.33 %"," 10.00 %","   .00 %","   .95 %","   .47 %","   .00 %","   .83 %","   .26 %","   .76 %","   .00 %","   .00 %","   .26 %","  1.90 %","   .00 %","  1.33 %"," -7.74 %","  1.25 %","   .00 %"," 10.00 %","  1.10 %","  4.00 %","   .67 %","   .00 %","  8.82 %","   .00 %"
"2020-05-29","  5.35 %","   .00 %","   .73 %","  3.21 %","   .00 %","   .00 %","  1.86 %","   .80 %","  1.35 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .61 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .56 %","   .50 %","  3.48 %","   .59 %","   .00 %","   .00 %","  2.50 %","   .87 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .20 %","  3.25 %","","  1.25 %","  1.82 %","  2.77 %","  3.33 %","   .00 %","   .00 %","   .95 %","   .47 %","   .00 %","   .00 %","   .52 %","   .76 %","   .91 %","   .00 %","   .13 %","   .61 %","   .00 %","   .42 %"," -2.93 %","   .00 %","   .00 %","   .00 %","   .54 %","  3.33 %","   .67 %","   .00 %","  3.82 %","   .00 %"
"2020-05-30","  5.35 %","   .00 %","   .36 %","  3.21 %","   .00 %","   .00 %","  1.86 %","   .80 %","  1.56 %","  2.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .77 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","  3.48 %","   .45 %","   .00 %","   .00 %","  2.50 %","   .29 %","   .00 %","   .74 %","   .00 %","   .00 %","   .00 %","   .20 %","  2.68 %","","   .00 %","  1.82 %","  4.44 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .76 %","   .91 %","   .69 %","   .26 %","  1.19 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","  3.33 %","   .02 %","   .00 %","  3.48 %","   .00 %"
"2020-05-31","  5.35 %","   .00 %","   .36 %","  3.21 %","   .00 %","   .00 %","   .91 %","   .80 %","  1.45 %","  2.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .77 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .54 %","   .50 %","  3.48 %","   .54 %","   .00 %","-20.00 %","  2.50 %","   .00 %","   .00 %","  1.46 %","   .00 %","   .00 %","   .00 %","   .12 %","  2.12 %","","   .00 %","  1.82 %","  2.54 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .76 %","   .91 %","   .69 %","   .26 %","  1.19 %","   .00 %","  1.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","  3.33 %","   .02 %","   .00 %","  1.67 %","   .00 %"
"2020-06-01","   .91 %","   .00 %","   .36 %","  3.21 %","   .00 %","   .00 %","   .91 %","   .00 %","  1.21 %","  2.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .54 %","   .50 %","  3.48 %","   .59 %","   .00 %","-20.00 %","  1.63 %","   .28 %","   .00 %","  1.46 %","   .00 %","   .00 %","   .00 %","   .04 %","  2.12 %","","   .00 %","   .00 %","  4.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .38 %","   .91 %","   .69 %","   .26 %","   .59 %","   .00 %","  1.24 %","  1.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .02 %","   .00 %","  1.67 %","   .00 %"
"2020-06-02","  1.78 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.09 %","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","  4.74 %","   .54 %","   .00 %","-20.00 %","  1.57 %","   .28 %","   .00 %","  2.14 %","   .00 %","   .00 %","   .00 %","   .04 %","  1.96 %","","   .00 %","   .83 %","  6.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","  1.60 %","  1.02 %","   .00 %","   .91 %","  1.36 %","   .38 %","  1.73 %","   .00 %","  2.42 %","  1.14 %","  2.35 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .02 %","   .00 %","  1.67 %","   .00 %"
"2020-06-03","  2.54 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.77 %","  1.27 %","  1.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .54 %","   .49 %","  3.08 %","   .36 %","   .00 %","-40.00 %","   .77 %","   .28 %","  2.86 %","  2.81 %","   .00 %","   .00 %","   .00 %","   .16 %","  3.28 %","","   .00 %","   .83 %","  6.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","  1.60 %","   .76 %","   .00 %","   .00 %","  2.00 %","   .63 %","  2.81 %","   .00 %","  2.37 %","  1.14 %","  2.35 %","   .00 %","   .00 %","   .53 %","   .00 %","   .02 %","   .00 %","  1.67 %","   .00 %"
"2020-06-04","  2.54 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.77 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .58 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .54 %","   .49 %","  3.08 %","   .36 %","   .00 %","-40.00 %","  1.51 %","   .28 %","  2.86 %","  2.07 %","   .00 %","   .00 %","   .00 %","   .16 %","  3.70 %","","   .00 %","   .83 %","  4.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","  1.60 %","   .76 %","   .00 %","   .00 %","  1.31 %","   .50 %","  2.22 %","   .00 %","  1.55 %","  1.14 %","  2.35 %","  6.67 %","   .00 %","  1.55 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %"
"2020-06-05","  2.54 %","   .00 %","   .71 %"," -1.43 %","   .00 %","   .00 %","   .00 %","  -.77 %","  1.56 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .53 %","   .49 %","  3.08 %","   .31 %","   .00 %","-20.00 %","  2.22 %","   .56 %","  4.11 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .16 %","  4.51 %","","   .00 %","   .83 %","  6.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","  1.60 %","  1.25 %","   .00 %","   .87 %","  1.31 %","   .63 %","  2.22 %","   .00 %","  1.16 %","  1.14 %","  3.41 %","  6.67 %","   .00 %","  2.04 %","  2.86 %","   .67 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","  3.31 %","   .00 %","   .71 %"," -1.43 %","   .00 %","   .00 %","   .00 %","  -.77 %","  1.75 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","  1.04 %","   .49 %","  3.08 %","   .31 %","   .00 %","-20.00 %","  2.22 %","   .55 %","  4.11 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .20 %","  5.30 %","","   .00 %","   .83 %","  6.36 %","   .00 %","   .00 %","   .00 %","   .91 %","   .45 %","   .00 %","  1.60 %","  1.25 %","   .00 %","   .87 %","  1.31 %","   .63 %","  2.22 %","   .00 %","  1.55 %","   .00 %","  3.41 %","  6.67 %","   .00 %","  2.04 %","  2.86 %","   .67 %","   .00 %","   .00 %","   .00 %"
"2020-06-07","  3.18 %","   .00 %","   .71 %"," -1.43 %","   .00 %","   .00 %","   .00 %","   .03 %","  1.64 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","  1.54 %","   .49 %","   .00 %","   .26 %","   .00 %","-20.00 %","  1.46 %","   .82 %","  4.11 %","   .67 %","   .00 %","   .00 %","   .00 %","   .24 %","  4.21 %","","   .00 %","   .00 %","  4.22 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","   .87 %","   .65 %","   .75 %","  1.08 %","   .00 %","   .37 %","   .00 %","  1.05 %","  6.67 %","   .00 %","  2.04 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","  2.22 %","   .00 %","   .35 %"," -1.43 %","   .00 %","   .00 %","   .00 %","   .80 %","   .80 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .35 %","   .00 %","   .00 %","  2.14 %","   .82 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","  2.39 %","","   .00 %","   .00 %","  2.93 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","   .87 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .36 %","  1.05 %","  6.67 %","   .00 %","  1.51 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-09","  2.22 %","   .00 %","   .35 %"," -1.43 %","   .00 %","   .00 %","   .87 %","   .80 %","  1.19 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .48 %","   .00 %","   .31 %","   .00 %","   .00 %","  1.40 %","  1.09 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .08 %","  2.72 %","","   .00 %","   .00 %","  2.93 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","  1.70 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .36 %","  1.05 %","   .00 %","   .00 %","   .49 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-10","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .87 %","   .80 %","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .48 %","   .00 %","   .26 %","   .00 %","   .00 %","   .69 %","   .81 %","  1.18 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .08 %","  2.26 %","","   .00 %","   .00 %","  2.69 %","   .00 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","  -.24 %","   .00 %","   .83 %","   .00 %","   .37 %","  1.03 %","   .00 %","   .36 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","  2.83 %","   .00 %","   .00 %","  1.54 %","   .00 %","  9.00 %","   .87 %","   .80 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .67 %","   .00 %","  1.67 %","   .00 %","   .50 %","   .48 %","   .00 %","   .26 %","   .00 %","   .00 %","  2.69 %","   .80 %","  1.18 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .12 %","  1.48 %","","   .00 %","   .00 %","  1.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","  -.24 %","   .37 %","   .83 %","   .62 %","   .49 %","  1.51 %","   .00 %","   .36 %","   .36 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"
"2020-06-12","  2.09 %","   .00 %","   .00 %","  1.54 %","   .00 %","  9.00 %","   .87 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","  1.31 %","   .00 %","  1.67 %","   .00 %","   .49 %","   .48 %","   .00 %","   .26 %","   .00 %","   .00 %","  2.08 %","   .53 %","  1.18 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .16 %","  1.80 %","","   .00 %","   .00 %","  1.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","  -.24 %","   .37 %","  1.63 %","   .62 %","   .24 %","  1.51 %","   .00 %","   .72 %","   .36 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"
"2020-06-13","  1.38 %","   .00 %","   .00 %","  1.54 %","   .00 %","  9.00 %","   .87 %","   .77 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","  1.31 %","   .00 %","  1.67 %","   .00 %","   .49 %","   .48 %","   .00 %","   .13 %","   .00 %","   .00 %","  1.39 %","   .53 %","  1.18 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .16 %","  1.80 %","","   .00 %","   .00 %","  1.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","  -.24 %","   .37 %","  1.63 %","   .62 %","   .12 %","  1.51 %","   .00 %","   .72 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .48 %","   .00 %","   .00 %"," 20.00 %","  1.54 %"," 10.00 %"
"2020-06-14","  1.38 %","   .00 %","   .00 %","  1.54 %","   .00 %","  9.00 %","   .00 %","  1.51 %","   .29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .65 %","   .00 %","  1.67 %","   .00 %","   .49 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","  1.39 %","   .26 %","   .00 %","   .65 %","   .00 %","  4.00 %","   .00 %","   .19 %","  1.06 %","","   .00 %","   .00 %","  1.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","  -.24 %","   .37 %","  1.57 %","   .62 %","   .24 %","  1.51 %","   .00 %","   .72 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .48 %","   .00 %","   .00 %"," 30.00 %","  1.54 %"," 10.00 %"
"2020-06-15","  1.38 %","   .00 %","   .00 %","  1.54 %","   .00 %","  4.00 %","   .00 %","  1.51 %","   .38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","   .65 %","   .00 %","  1.67 %","   .00 %","   .49 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","  1.39 %","   .26 %","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .23 %","   .70 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .37 %","  1.57 %","   .62 %","   .36 %","   .49 %","   .00 %","   .36 %","  -.18 %","   .00 %","  5.00 %","   .00 %","   .48 %","   .00 %","   .00 %"," 30.00 %","  1.54 %"," 10.00 %"
"2020-06-16","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","   .66 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .65 %","   .00 %","  1.54 %","   .00 %","   .49 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","  -.61 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .27 %","  1.38 %","","   .00 %","   .00 %","  1.95 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.31 %","   .00 %","   .24 %","   .00 %","   .00 %","   .71 %","  -.18 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  1.54 %","  6.67 %"
"2020-06-17","   .65 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","  1.51 %","   .66 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .27 %","  2.32 %","","   .00 %","  1.60 %","  2.84 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","  1.51 %","  1.21 %","   .36 %","   .00 %","   .00 %","   .35 %","  -.18 %","   .00 %","  5.00 %","   .00 %","   .00 %","  5.00 %","  -.65 %"," 30.00 %","  1.54 %"," 11.67 %"
"2020-06-18","   .65 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .74 %","   .37 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .27 %","  2.32 %","","   .00 %","  1.60 %","  2.84 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","  1.51 %","  1.21 %","   .36 %","   .00 %","   .00 %","   .35 %","  -.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  -.65 %"," 10.00 %","   .00 %"," 11.67 %"
"2020-06-19","   .65 %","   .00 %","   .00 %","   .00 %","  2.22 %","  3.33 %","   .83 %","   .00 %","   .56 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","  1.54 %","  1.11 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .31 %","  2.32 %","","   .00 %","  1.60 %","  3.27 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .48 %","   .00 %","   .74 %","  1.21 %","   .24 %","   .00 %","   .00 %","   .70 %","  -.18 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.00 %","  -.65 %","   .00 %","   .00 %"," 11.67 %"
"2020-06-20","   .65 %","   .00 %","   .00 %","   .00 %","  4.22 %","  3.33 %","  1.63 %","   .00 %","   .83 %","   .78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","   .00 %","   .00 %","   .62 %","  1.54 %","  1.11 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .38 %","  2.32 %","","   .00 %","  1.60 %","  4.10 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .48 %","   .00 %","   .74 %","  1.21 %","   .12 %","   .00 %","   .00 %","  1.03 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .47 %","  3.00 %","  -.65 %","   .00 %","   .00 %"," 11.67 %"
